# episodes,genre,network,rating,s_rating,title,cast
16,"['6g', '23g', '18g', '9g']",tvN,9.17,PG-13,Twenty Again,
12,"['26g', '7g', '9g', '23g']",JTBC ,9.58,PG-13,Solomon’s Perjury,
355,"['10g', '14g', '17g', '1044g']",Arirang TV,8.69,PG-13,After School Club,
26,"['23g', '9g', '18g', '1041g']",SBS,8.75,PG-13,My Heart Twinkle Twinkle,
16,"['9g', '23g', '1041g']",KBS,8.79,PG-13,"I’m Sorry, I Love You",
30,"['17g', '23g', '9g', '18g', '1041g']",SBS,9.0,PG-13,Five Fingers,
12,"['23g', '26g', '7g']",tvN,9.4,PG-13,Liar Game,
20,"['23g', '18g', '9g']",SBS,9.13,PG-13,Second to Last Love,
23,"['1040g', '23g', '9g']",MBC,8.67,PG-13,Golden Time,
16,"['18g', '6g', '9g', '23g', '1041g']",MBC,9.06,PG-13,Which Star Are You From,
20,"['9g', '24g', '23g', '18g']",KBS,8.43,PG-13,Perfect Wife,
8,['1044g'],Mnet,9.72,PG-13,Wanna One Go: Zero Base,
16,"['1038g', '9g', '7g', '1041g', '1048g']",JTBC,9.04,PG-13,Untouchable,
2,"['9g', '10g']",SBS,8.23,PG-13,2018 SBS Drama Awards,
10,"['1038g', '1045g', '23g', '19g']",,8.41,PG-13,Unexpected Heroes,
16,"['1g', '23g', '26g', '7g', '9g']",OCN,9.17,PG-13,My Beautiful Bride,
16,"['1038g', '18g', '23g', '9g']",tvN,8.67,PG-13,Drinking Solo,
16,"['9g', '18g', '23g']",MBC,9.04,PG-13,The Spring Day of My Life,
10,"['1041g', '9g', '23g', '24g', '18g', '1047g']",KBS,9.5,PG-13,2018 KBS Drama Special,
34,"['6g', '18g', '9g', '23g']",MBC,8.86,PG-13,I Really Really Like You,
40,"['9g', '23g', '7g', '1g']",SBS,8.88,PG-13,"Oh, the Mysterious",
17,"['6g', '9g', '18g', '23g', '1038g', '1041g']",KBS,8.72,PG-13,Prime Minister and I,
20,"['9g', '23g', '18g']",MBC,9.35,PG-13,All About Eve,
9,"['1045g', '23g', '1038g']",,8.91,PG-13,Rebel Detectives,
55,"['1041g', '18g', '23g', '9g']",MBC,8.31,PG-13,My Beloved Sister,
16,"['18g', '23g', '9g', '1041g', '1053g']",MBC,8.34,PG-13,Delicious Proposal,
56,"['9g', '23g']",SBS,8.92,PG-13,Bravo My Life,
16,"['9g', '23g', '18g', '1041g']",KBS,8.96,PG-13,A Love to Kill,
95,"['6g', '10g', '1042g', '1044g']",MBC,7.28,PG-13,Infinite Challenge,
24,"['23g', '9g', '1g', '25g', '7g', '1037g', '26g']",SBS,9.19,PG-13,Tree With Deep Roots,
239,"['10g', '17g', '1044g']",,8.43,G,Simply K-pop,
10,"['9g', '23g', '1045g', '18g', '19g']",,7.66,PG-13,The Facetale: Cinderia,
4,"['1044g', '10g']",MBC,9.49,PG-13,It’s Dangerous Beyond The Blanke...,
11,"['1044g', '6g', '1g', '1042g']",tvN,9.72,PG-13,Here Comes Trouble S4,
20,"['1038g', '23g', '4g', '9g']",tvN,9.7,PG-13,Incomplete Life,
16,"['9g', '23g', '18g', '6g']",SBS,8.73,PG-13,Oh! My Lady,
30,"['18g', '23g', '9g']",SBS,9.01,PG-13,Heard It Through the Grapevine,
4,"['20g', '1044g', '10g']",MBC,8.3,PG-13,2018 Idol Star Athletics Champio...,
17,"['18g', '23g', '9g']",MBC,8.15,PG-13,Fireworks,
8,"['1038g', '18g', '9g']",OnStyle,8.74,PG-13,Because It's The First Time,
20,"['9g', '23g', '1038g', '6g', '18g', '19g']",MBC,7.15,PG-13,Goong S,
37,"['9g', '18g', '23g', '1041g']",SBS,8.31,PG-13,Endless Love,
16,"['6g', '9g', '23g']",KBS,8.92,PG-13,Master of Study,
16,"['18g', '23g', '6g', '9g']",MBC,9.15,PG-13,Couple Fantasy,
16,"['23g', '1041g', '18g', '9g']",MBC,9.22,PG-13,Star In My Heart,
24,"['23g', '24g', '9g']",MBC,9.53,PG-13,Mama,
16,"['6g', '18g', '23g', '9g', '1038g']",JTBC ,9.2,PG-13,Ms. Temper & Nam Jung Gi,
16,"['1038g', '1g', '23g', '6g', '7g', '9g']",OCN,8.54,PG-13,Neighborhood Hero,
18,"['18g', '9g', '23g']",MBC,8.14,PG-13,First Love of a Royal Prince,
21,"['23g', '18g', '9g', '1041g']",SBS,8.92,PG-13,Midas,
16,"['19g', '6g', '18g', '1g', '23g']",KBS,8.65,PG-13,Manhole,
33,"['1042g', '1044g', '10g']",KBS,9.46,PG-13,Sister's Slam Dunk,
3,"['17g', '1032g', '10g']",KBS,9.43,PG-13,2018 KBS Song Festival,
6,"['6g', '23g', '18g', '1045g', '1038g', '9g']",KBS,8.77,PG-13,Choco Bank,
16,"['1g', '7g', '9g', '23g']",MBC,9.56,PG-13,Two Weeks,
20,"['6g', '23g', '9g', '18g']",SBS,9.44,PG-13,City Hall,
24,"['10g', '1044g', '17g']",SBS,8.71,PG-13,Fantastic Duo 2,
12,"['9g', '24g', '23g', '1046g', '1038g', '6g', '1041g', '18g']",KBS,8.81,PG-13,The Virtual Bride,
4,"['9g', '23g', '18g', '6g']",MBC,9.04,PG-13,You Drive Me Crazy,
8,"['1038g', '1045g', '20g', '23g']",,9.02,PG-13,Matching! Boys Archery,
17,"['6g', '18g', '9g', '23g']",MBC,8.3,PG-13,Country Princess,
20,"['6g', '9g', '18g', '23g']",MBC,8.65,PG-13,Miss Korea,
27,"['1044g', '17g', '1032g', '10g']",KBS,9.42,PG-13,Yu Huiyeol’s Sketchbook,
20,"['23g', '9g', '1041g']",SBS,8.09,PG-13,Temptation,
74,"['10g', '17g', '1044g']",SBS,8.89,PG-13,SBS Inkigayo,
16,"['1g', '7g', '23g', '9g']",tvN,9.45,PG-13,Pied Piper,
149,"['1041g', '18g', '23g', '9g']",MBC,8.28,PG-13,Pink Lipstick,
16,"['23g', '9g', '18g', '6g']",KBS,8.31,PG-13,AD Genius Lee TaeBaek,
24,"['18g', '1g', '9g', '23g']",MBC,8.62,PG-13,The Return of Iljimae,
14,"['1041g', '18g', '1g', '23g', '25g', '9g']",MBC,8.74,PG-13,Damo,
20,"['7g', '23g', '26g', '1g']",SBS,8.43,PG-13,Mrs. Cop 2,
16,"['18g', '23g', '9g']",MBC,8.95,PG-13,"Still, Marry Me",
16,"['9g', '23g', '18g', '1041g']",SBS,8.6,PG-13,Robber,
16,"['7g', '9g', '23g', '1g', '26g']",tvN,8.97,PG-13,Hidden Identity,
8,"['19g', '6g', '9g', '23g']",MBC,9.26,PG-13,Spring Turns to Spring,
50,"['23g', '9g']",MBC,8.16,PG-13,Flames of Desire,
16,"['18g', '23g', '24g', '9g']",MBC,9.09,PG-13,My Little Baby,
16,"['9g', '23g', '18g', '1041g']",MBC,8.97,PG-13,What's Up Fox?,
4,"['23g', '7g', '9g']",KBS,9.41,PG-13,Naked Fireman,
16,"['18g', '9g', '23g']",MBC,9.04,PG-13,The Last Scandal of My Life,
9,"['10g', '1055g', '1044g', '1042g']",SBS PLUS,8.88,PG-13,Pets GO! Doggy Trip,
12,"['18g', '23g', '6g', '9g']","Dramax, UMAX",6.46,PG-13,Single Wife,
1223,['10g'],arirang TV,8.53,G,Showbiz Korea,
30,"['1044g', '10g', '1055g']",KBS,8.09,PG-13,Battle Trip,
20,"['18g', '9g', '23g']",MBC,8.23,PG-13,Hotelier,
2,"['1032g', '17g', '10g']",MBC,9.15,PG-13,2018 MBC Music Festival,
16,"['20g', '23g', '9g']",MBC,7.44,PG-13,Triple,
6,"['23g', '1045g']",Naver TV,7.5,PG-13,Love in Memory,
6,"['1038g', '1045g', '18g', '23g']",,8.56,PG-13,Special Laws of Romance,
4,"['10g', '1044g', '20g']",MBC,8.98,PG-13,2018 Idol Star Athletics Champio...,
3,"['1032g', '10g', '17g']",SBS MTV,6.6,PG-13,2018 Soribada Best K-Music Awards,
32,"['1g', '18g', '9g', '23g']",MBC,8.66,PG-13,The Duo,
6,"['23g', '1045g']",Naver TV,7.48,PG-13,Love in Time,
56,"['23g', '24g', '9g']",MBC,8.82,PG-13,My Life's Golden Age,
18,['1044g'],Naver TV,9.59,PG-13,Photo People in Tokyo,
18,"['7g', '9g', '23g', '1g']",SBS,9.25,PG-13,Mrs. Cop,
12,"['1057g', '14g', '1042g', '1044g']",On Style,9.42,PG-13,Song Ji Hyo's Beautiful Life,
6,"['1038g', '1045g', '23g']",,8.05,PG-13,What’s With Money?,
20,"['23g', '18g', '9g']",SBS,8.97,PG-13,"Take Care of Us, Captain",
13,"['1046g', '23g', '9g']",E Channel,8.45,PG-13,The Empress,
2,"['1032g', '17g', '10g']",SBS,9.44,PG-13,2018 SBS Gayo Daejeon_Music Fest...,
16,"['18g', '23g', '6g', '9g']",MBC,9.01,PG-13,Attic Cat,
17,"['7g', '9g', '23g', '19g', '26g']",SBS,9.26,PG-13,God’s Gift - 14 Days,
32,"['9g', '23g', '1041g']",MBC,7.32,PG-13,Hold Me Tight,
8,"['9g', '23g', '26g', '7g']",KBS,9.59,PG-13,KBS Drama Special: White Christmas,
16,"['12g', '23g', '9g', '25g']",KBS,8.63,PG-13,Grudge: The Revolt of Gumiho,
2,"['23g', '1045g', '1038g']",Naver TV,8.41,PG-13,Love Cells 1,
32,"['9g', '23g', '7g']",SBS,8.91,PG-13,Distorted,
76,"['17g', '10g', '1044g', '1032g']",KBS,9.28,PG-13,Music Bank K-Chart,
12,"['6g', '23g', '18g', '9g']",JTBC,9.2,PG-13,My Wife Is Having an Affair This...,
17,"['1045g', '9g', '23g', '18g', '6g']",,6.9,PG-13,Traces of the Hand,
16,"['23g', '9g', '26g']",SBS,9.41,PG-13,Wanted,
50,"['23g', '24g', '9g']",MBC,8.7,PG-13,Dandelion Family,
16,"['1044g', '10g', '6g', '1042g']",KBS,8.98,PG-13,Sister's Slam Dunk Season 2,
2,"['9g', '10g']",MBC,8.88,PG-13,2018 MBC Drama Awards,
24,"['1042g', '1044g', '10g']",MBC,7.51,PG-13,Real Men,
20,"['9g', '18g', '23g', '1041g', '27g']",SBS,8.82,PG-13,A Word From Warm Heart,
23,"['18g', '9g', '23g', '1040g']",MBC,8.71,PG-13,New Heart,
63,"['1032g', '10g', '17g', '1044g']",MBC,8.88,PG-13,Show! Music Core,
26,"['18g', '9g', '23g']",MBC,8.89,PG-13,Phoenix,
16,"['23g', '9g', '18g', '7g']",KBS,8.91,PG-13,The Partner,
31,"['18g', '23g', '6g', '9g']",MBC,8.93,PG-13,Queen of Reversals,
20,"['18g', '23g', '9g']",Channel A,9.13,PG-13,Immortal Classic,
16,"['23g', '9g']",MBC,7.87,PG-13,A New Leaf,
18,"['18g', '23g', '9g']",MBC,8.08,PG-13,Secret,
8,"['1038g', '1045g', '12g', '18g', '19g', '23g']",MBC Every1,9.09,PG-13,Midnight's Girl,
2,"['9g', '10g']",KBS,8.64,PG-13,2018 KBS Drama Awards,
6,"['1045g', '18g', '23g', '9g']",,8.67,PG-13,Romance Blue,
16,"['23g', '9g']",MBC,7.92,PG-13,Cinderella Man,
6,"['1038g', '1045g', '18g', '19g']","Naver TV Cast, Conversion TV",8.35,PG-13,109 Strange Things,
2,"['10g', '1044g', '20g']",MBC,7.98,PG-13,2016 Idol Star Athletics Champio...,
1,"['10g', '1044g']",SBS,8.82,PG-13,God’s Workplace,
2,"['17g', '1041g', '9g', '23g', '1038g', '18g']",KBS,9.69,PG-13,to. Jenny,
6,"['23g', '1038g', '1045g', '19g', '18g']",,8.63,PG-13,I Am,
2,"['20g', '10g', '1044g']",MBC,8.0,PG-13,2017 Idol Star Athletics Champio...,
18,"['1038g', '9g', '23g']",,7.2,PG-13,Swan,
17,"['1g', '23g', '7g', '9g']",MBC,9.14,PG-13,When It's at Night,
20,"['9g', '18g', '26g', '23g', '7g']",KBS,8.64,PG-13,Golden Cross,
1242,"['10g', '14g', '17g', '1044g']",,8.82,G,Pops in Seoul,
16,"['18g', '23g', '9g']",MBC,9.05,PG-13,Into the Sunlight,
16,"['23g', '9g']",MBC,7.64,PG-13,One Fine Day,
2,"['10g', '1044g', '1053g']",MBC,8.65,PG-13,Idol King of Cooking,
38,"['1044g', '10g']",SBS,8.82,PG-13,E-news Exclusive,
12,"['1044g', '10g', '1055g']",KBS,9.72,PG-13,Where On Earth??,
16,"['6g', '9g', '18g', '1038g', '23g', '1041g']",KBS,7.8,PG-13,Marry Him If You Dare,
16,"['9g', '23g', '18g', '6g']",MBC,8.86,PG-13,9 End 2 Outs,
12,"['10g', '1032g', '1044g']",SBS PLUS,9.25,PG-13,School Attack 2018,
10,"['1041g', '23g', '9g']",MBC,8.28,PG-13,My Love Patzzi,
18,"['17g', '23g', '9g']",MBC,8.87,PG-13,Beethoven Virus,
18,"['23g', '26g', '9g']",MBC,8.13,PG-13,Royal Family,
17,"['23g', '6g', '9g']",MBC,8.25,PG-13,Que Sera Sera,
20,"['9g', '23g', '18g', '1053g']",KBS,9.19,PG-13,Master: God of Noodles,
25,"['1044g', '10g']",MBC,8.2,PG-13,Section TV Entertainment News,
20,"['23g', '9g', '1g', '1041g', '26g']",SBS,9.46,PG-13,Cain and Abel,
16,"['1g', '9g', '23g', '26g', '7g', '1038g']",SBS,9.1,PG-13,Three Days,
16,"['18g', '19g', '1g', '23g', '25g', '9g']",MBC,8.53,PG-13,Tamra the Island,
20,"['18g', '1g', '7g', '9g', '23g']",MBC,9.15,PG-13,H.I.T.,
16,"['23g', '9g']",MBC,9.12,PG-13,Truth,
16,"['9g', '23g', '18g', '6g']",KBS,8.58,PG-13,Matchmaker’s Lover,
2,"['10g', '1044g', '20g']",MBC,9.44,PG-13,2014 Idol Star Athletics Champio...,
17,"['23g', '24g', '9g']",MBC,9.16,PG-13,Who Are You?,
17,"['23g', '18g', '9g', '26g']",SBS,8.54,PG-13,Bad Boy,
12,"['1045g', '9g', '23g', '18g']",,8.31,PG-13,Spark,
30,"['23g', '9g']",Channel A,8.97,PG-13,Heaven's Garden,
61,"['23g', '9g']",MBC,8.14,PG-13,Shin Don,
15,"['1044g', '14g', '10g', '1055g', '1060g']",Naver TV,8.87,PG-13,Photo People in Paris,
24,"['7g', '25g', '1037g', '23g', '1041g', '26g']",SBS,8.55,PG-13,Secret Door,
1,"['18g', '9g', '23g']",MBC,9.35,PG-13,Old Goodbye,
20,"['18g', '23g', '6g', '9g']",Channel A,7.47,PG-13,The Color of a Woman,
1,"['6g', '10g', '1044g']",SBS,6.37,PG-13,The Boss is Watching,
4,"['1045g', '18g', '20g', '23g', '9g']",OCN,9.32,PG-13,Short,
10,"['18g', '23g', '6g', '9g']",,7.95,NC-17,Eating Existence,
12,"['10g', '9g', '23g', '19g', '6g', '24g']",MBC,7.89,PG-13,Borg Mom,
16,"['23g', '9g', '24g', '6g', '1038g']",MBC,9.14,PG-13,"Sweet, Savage Family",
2,"['10g', '1044g', '6g']",SBS,8.8,PG-13,2018 SBS Entertainment Awards,
2,"['1044g', '1042g']",Mnet,9.66,PG-13,Wanna One Go,
20,"['9g', '23g', '1046g', '1041g', '27g']",KBS,8.85,PG-13,Women in the Sun,
165,"['18g', '23g', '7g', '9g']",MBC,7.39,PG-13,Scarlet Letter,
16,"['9g', '23g', '18g', '6g']",SBS,9.0,PG-13,Get Karl! Oh Soo Jung,
16,"['9g', '23g', '18g']",SBS,8.35,PG-13,Bad Couple,
19,"['7g', '9g', '23g', '26g']",SBS,9.34,PG-13,Punch,
16,"['1038g', '18g', '20g', '23g', '9g']",MBC,8.66,PG-13,No Limit,
20,"['18g', '23g', '9g']",CHANNEL A,8.68,PG-13,Goodbye Dear Wife,
17,"['18g', '23g', '9g']",MBC,7.69,PG-13,Snowman,
14,"['1037g', '18g', '23g', '9g']",MBC,7.48,PG-13,Next,
43,"['18g', '23g', '9g']",MBC,7.26,PG-13,Winter Bird,
16,"['18g', '23g', '6g', '9g']",MBC,8.85,PG-13,The Lawyers of the Great Republi...,
2,"['23g', '1038g', '1045g']",Naver TV,8.0,PG-13,Love Cells 2,
20,"['9g', '23g', '7g', '1040g', '26g', '18g']",SBS,8.94,PG-13,Sign,
24,"['9g', '23g', '18g', '24g', '1041g']",KBS,8.63,PG-13,"Again, My Love",
8,"['9g', '23g', '18g', '1038g', '25g', '6g', '19g']",KBS,9.46,PG-13,Girls’ Generation 1979,
2,"['10g', '1044g', '20g']",MBC,8.38,PG-13,2016 Idol Star Athletics Champio...,
10,"['9g', '23g', '12g']",MBC,8.55,PG-13,Soul,
24,"['7g', '9g', '23g']",MBC,8.84,PG-13,La Dolce Vita,
20,"['9g', '23g', '18g']",SBS,9.13,PG-13,Star’s Lover,
20,"['23g', '6g', '9g']",MBC,8.82,PG-13,Sweet Spy,
20,"['18g', '23g', '6g', '9g']",MBC,8.63,PG-13,Queen of Housewives,
16,"['1041g', '18g', '23g', '9g']",MBC,8.94,PG-13,"90 Days, Time to Love",
37,"['10g', '17g', '1044g']",MBC,9.12,PG-13,Duet Song Festival,
2,"['10g', '1044g', '23g']",SBS,7.43,PG-13,Seoul International Drama Awards...,
24,"['1038g', '20g', '23g', '9g']",tvN,7.14,G,Birdie Buddy,
18,"['9g', '23g', '1040g', '1041g']",SBS,8.58,PG-13,Surgeon Bong Dal Hee,
22,"['18g', '23g', '6g', '9g']",MBC,8.4,PG-13,Soulmate,
20,"['23g', '9g']",MBC,8.65,PG-13,Super Rookie,
10,"['1038g', '1045g', '23g', '6g', '9g']",SBS Plus,8.36,PG-13,Be Arrogant,
40,"['24g', '9g', '23g']",MBC,7.39,PG-13,"Good Job, Good Job",
15,"['1044g', '10g', '6g', '1g']",MBC,8.58,PG-13,Dunia: Into a New World,
12,"['1038g', '18g', '23g', '6g']",MBC every Tuesday at 6PM,8.93,PG-13,Boarding House 24,
20,"['18g', '23g', '9g']",MBC,8.68,PG-13,The Secret Lover,
16,"['23g', '9g']",MBC,9.06,PG-13,Spotlight,
50,"['1041g', '27g', '9g', '23g']",MBC,6.49,PG-13,You Are Too Much,
35,"['1042g', '1044g', '10g', '6g']",MBC,9.12,PG-13,Wizard of Nowhere,
10,"['1044g', '10g', '1042g']",SBS,9.38,PG-13,The Traveler’s Guide to My Room,
17,"['1040g', '23g', '9g']",MBC,9.17,PG-13,General Hospital 2,
20,"['19g', '9g', '23g', '26g', '1g']",KBS,7.82,PG-13,The Lucifer,
8,"['1041g', '1045g', '23g', '7g', '9g']",,5.65,PG-13,28 Faces of the Moon,
5,"['23g', '1045g']",Naver TV,6.04,PG-13,The Blue Sea,
16,"['18g', '23g', '9g']",MBC,8.6,PG-13,Air City,
2,"['10g', '1044g', '20g']",MBC,8.41,PG-13,2015 Idol Star Athletics Champio...,
16,"['6g', '18g', '9g', '23g']",KBS,9.03,PG-13,The Queen of Office,
8,"['10g', '1044g', '1053g']",SBS,9.08,PG-13,Eat in Style,
3,"['1044g', '6g', '10g']",KBS,8.36,PG-13,2018 KBS Entertainment Awards,
16,"['9g', '23g', '18g', '6g']",KBS,8.76,PG-13,Hello! My Lady,
9,"['1053g', '14g']",Arirang TV,9.19,G,My Little Kitchen Season 1,
2,"['10g', '1044g', '6g']",MBC,9.33,PG-13,2018 MBC Entertainment Awards,
2,"['23g', '10g', '9g']",KBS,8.2,PG-13,2017 KBS Drama Awards,
12,"['17g', '10g', '1044g', '1032g']",SBS,8.76,PG-13,JYP’s Party People,
9,"['1045g', '23g', '26g', '7g', '9g']",SOHU TV,7.58,PG-13,Under the Black Moonlight,
24,"['23g', '9g', '26g']",SBS,7.73,PG-13,The Golden Empire,
52,"['18g', '23g', '7g', '9g']",MBC,8.64,PG-13,"Woman of Matchless Beauty, Park ...",
10,"['1045g', '18g', '19g', '23g', '9g']",SOHU TV,7.23,PG-13,Magic Cell Phone,
20,"['26g', '1040g', '23g', '9g']",MBC,8.27,PG-13,Behind the White Tower,
21,"['9g', '23g', '18g', '1041g']",SBS,7.67,PG-13,On Air,
18,"['9g', '23g', '1041g']",SBS,8.12,PG-13,Birth Secret,
12,"['1045g', '23g', '1g', '9g']",,8.43,PG-13,Tong: Memories,
4,"['18g', '23g', '24g', '6g', '9g']",KBS,9.34,PG-13,Baek Hee Has Returned,
5,"['23g', '1045g']",Naver TV,8.6,PG-13,Naughty Boy,
15,"['1045g', '23g', '9g']",KBS,7.72,PG-13,Jumping Girl,
20,"['18g', '23g', '25g', '9g']",MBC,8.18,PG-13,"Friend, Our Legend",
21,"['9g', '23g', '26g', '1g']",SBS,8.81,PG-13,Tazza,
10,"['1053g', '23g', '9g']",O'live,6.19,PG-13,Cheers To Me,
2,"['23g', '10g', '9g']",MBC,8.86,PG-13,2017 MBC Drama Awards,
16,"['23g', '9g']",MBC,7.15,PG-13,Home Sweet Home,
4,"['1053g', '10g', '1044g']",SBS,9.44,PG-13,Food Truck,
2,"['1044g', '10g', '20g']",MBC,9.8,PG-13,2015 Idol Star Athletics Champio...,
23,"['1042g', '1044g', '10g', '6g']",MBC,8.56,PG-13,Secretly Greatly,
16,"['9g', '18g', '23g', '1040g']",MBC,7.78,PG-13,Medical Brothers,
2,"['1032g', '1044g', '10g', '17g']",SBS,9.08,PG-13,2017 SBS Gayo Daejeon_Music Fest...,
2,['1044g'],KBS,8.94,PG-13,Seoul International Drama Awards...,
2,"['23g', '10g', '9g']",SBS,7.96,PG-13,2017 SBS Drama Awards,
4,"['9g', '23g', '1041g', '1g']",SBS,9.02,PG-13,EXIT,
12,"['1055g', '18g', '23g', '6g', '9g']",Tcast,8.94,PG-13,Riders: Catch Tomorrow,
16,"['18g', '23g', '9g']",MBC,7.83,PG-13,Miss Ripley,
16,"['1040g', '18g', '23g', '9g']",MBC,8.34,PG-13,Dr. Gang,
6,"['1045g', '18g', '23g', '9g']",,9.16,PG-13,Falling for Challenge,
22,"['6g', '23g', '9g']",SBS,9.34,PG-13,History of the Salaryman,
21,[],MBC,8.85,PG-13,Tamra the Island (Director's Cut),
22,"['23g', '18g', '6g', '9g']",KBS,8.86,PG-13,Dalja’s Spring,
4,"['27g', '9g', '23g', '7g', '26g']",KBS,8.54,PG-13,Babysitter,
31,"['1032g', '10g']",,9.68,PG-13,12th Annual Soompi Awards,
14,"['1045g', '23g', '9g', '1038g']",,7.68,PG-13,Girl’s War,
2,"['1032g', '10g', '17g', '1044g']",KBS,8.66,PG-13,2017 KBS Song Festival,
2,"['9g', '23g', '1045g', '18g', '19g']",MBC,9.31,PG-13,Bing Goo,
2,"['23g', '1047g', '20g', '6g', '9g']",SBS,9.39,PG-13,Puck,
10,"['10g', '1044g']",,7.79,PG-13,Fan Heart Attack Idol TV,
2,"['1032g', '1044g', '10g', '17g']",MBC,8.79,PG-13,2017 MBC Music Festival,
6,"['1041g', '18g', '23g', '6g']",MBC every 1,7.89,PG-13,Love Frequency 37.2,
16,"['18g', '23g', '9g']",MBC,8.33,PG-13,Over the Rainbow,
16,"['9g', '23g', '18g']",SBS,7.91,PG-13,My Sweet City,
4,"['1044g', '10g']",KBS,8.26,PG-13,Idol Drama Operation Team,
16,"['18g', '23g', '6g', '9g']",MBC,8.44,PG-13,Merry Mary,
20,"['9g', '23g', '18g', '1038g']",QTV,6.38,PG-13,Heroes,
8,"['9g', '23g']",E Channel,7.71,PG-13,Why Couldn’t You Get Married?,
12,"['1053g', '14g']",Arirang TV,9.08,G,My Little Kitchen Season 2,
2,"['1047g', '23g', '9g']",MBC,9.62,G,Ballerino,
49,"['24g', '9g', '23g']",MBC,8.43,PG-13,Moon Hee,
12,"['1g', '23g', '7g', '9g']",MBC,8.48,PG-13,Special Investigation Team,
3,"['1045g', '9g', '23g', '6g']",,7.19,PG-13,Fortuneteller’s Secret Recipe,
64,"['1041g', '9g', '23g', '25g']",MBC,9.33,PG-13,Light and Shadow,
2,"['1044g', '10g']",KBS,8.9,PG-13,Hyena on the Keyboard,
13,"['1046g', '23g', '9g']",E Channel,7.78,PG-13,Typically Women,
1,"['1042g', '1044g', '10g']",SBS,9.59,PG-13,Wanna City,
1,"['1032g', '17g', '10g']",KBS,8.2,PG-13,2018 Changwon K-POP World Festival,
2,"['10g', '1032g', '17g']",SBS,7.0,PG-13,SBS Super Concert in Suwon,
20,"['18g', '23g', '9g']",MBC,7.88,PG-13,Ruler of Your Own World,
17,"['10g', '1044g', '1042g']",SBS,9.11,PG-13,Little Too Crazy,
1,"['17g', '10g', '1044g']",KBS,8.17,PG-13,KPOP WORLD FESTIVAL 2017 in Chan...,
6,"['1042g', '1044g', '10g', '14g', '17g']",MBC Music,8.94,G,KARA Project,
12,"['9g', '23g']",MBC,7.39,PG-13,Before and After: Plastic Surger...,
2,"['23g', '24g', '9g']",MBN,9.36,PG-13,It's Okay Because I Am A Mom,
13,"['17g', '23g', '9g']",E Channel,9.05,PG-13,Big Heat,
2,"['1044g', '10g', '1042g']",KBS,8.89,PG-13,Swan Club,
10,"['10g', '1044g']",SBS MTV,8.88,PG-13,YoGoBaLa,
12,"['18g', '23g', '9g']",MBC,8.71,PG-13,Auction House,
1,"['1032g', '10g', '17g']",Mnet,9.21,PG-13,Wanna One Premier Show-Con,
10,"['18g', '23g', '6g', '9g']",MBC,7.6,PG-13,Modern Housewives,
8,['1044g'],MBC Music,9.54,PG-13,Shindong's Kick Service,
3,"['1044g', '10g', '1032g']",MBC,8.6,PG-13,DMCF 2018,
46,"['10g', '14g']",MBC,7.29,PG-13,My Little Television,
11,"['1032g', '1042g', '1044g', '10g', '14g']",,9.58,PG-13,Topp Dogg: All-Kill,
13,"['1042g', '1044g', '1055g', '10g']",Arirang TV,7.83,G,The Road to Seoul,
2,"['1044g', '10g', '6g', '1042g']",KBS,8.89,PG-13,I Came Alone,
20,"['9g', '23g', '1041g']",KBS,8.7,PG-13,Assembly,
2,"['1044g', '10g', '6g']",SBS,8.71,PG-13,2017 SBS Entertainment Awards,
8,"['1044g', '1055g', '10g']",MBC,8.71,PG-13,Ricky Traveling Alone,
20,"['1044g', '10g', '17g']",MBC,8.38,PG-13,2016 DMC Festival,
9,"['1044g', '10g', '6g']",MBC,7.92,PG-13,All Broadcasts of the World,
2,"['1044g', '10g', '6g']",MBC,9.33,PG-13,2017 MBC Entertainment Awards,
24,"['1044g', '10g']",Arirang TV,4.63,G,Join Us Korea,
7,[],,9.0,PG-13,LC9's Life of Research,
0,"['10g', '24g']",,6.0,PG-13,The Seg 101 Express,
