# episodes,genre,network,rating,s_rating,title,cast,director,screenwriter
54,KoreanDrama Melodrama Drama Family&Kids Comedy,Kbs,9.65,PG-13,Five Children,AhnJaeWook SoYooJin SungHoon ShinHyeSun ShimHyungTak ImSooHyang AnWooYeon ShimYiYoung WangBitNa KwonOhJoong,KimJungKyu,JungHyunJung
10,WebDrama KoreanDrama IdolDrama,NaverTv,8.71,PG-13,Wind-bell,"""KwonMina(AoAsMinA)"" Jinyoung(B1A4) ParkHyunSook YoonJiWook LeeSeungWook",[],[]
13,Romance KoreanDrama,ChannelA,8.2,PG-13,Twelve Nights,ShinHyunSoo HanSeungYeon JangHyunSung LeeGunWoo KimBumJin HwangSoHee KimLeeKyung ChaSooYun YeSooJung LeeYeEun HongJinKi YooJunHong,OiWahLam,OiWahLam
18,Thriller&Suspense KoreanDrama Action&Adventure Drama Sci-Fi&Fantasy,Sbs,9.41,PG-13,I Hear Your Voice,LeeJongSuk LeeBoYoung YoonSangHyun JungWoongIn LeeDaHee GooSeungHyun HanKiWoong YoonJooSang HanKiWon JoDukHyun AhnMoonSook ParkDooShik YeoHoMin JungDongHwan KimKwangGyu KimByungOk KimSooYun ChoiSungJoon(1983) JungMinAh LeeJungHyuk KimKiChun KimSoHyun KimMiKyung KimHaeSook JangHeeWoong KimGaEun JangHeeSoo KimSooYeon,JoSooWon,ParkHyeRyun
16,Drama KoreanDrama Women,Mbc,9.51,PG-13,Angry Mom,KimHeeSun KimYooJung JiHyunWoo Baro JiSoo ParkSooAh KimTaeHoon ImHyungJoon GoSooHee JeonGookHwan OhYoonAh ParkYoungGyu SuhJiHee KangMoonYoung,Ashbun,KimBanDi
20,Comedy KoreanDrama Romance Drama Sci-Fi&Fantasy,Sbs,8.87,PG-13,"Hyde, Jekyll, Me",SungJoon Hyeri HyunBin HanJiMin LeeDeokHwa LeeWonGeun LeeSeungJoon LeeJoonHyuk KwakHeeSung,JoYoungGwang ParkShinWoo,LeeChoongHo KimJiWoon
20,IdolDrama Romance KoreanDrama Family&Kids Comedy Drama,Tvn,9.63,PG-13,Reply 1988,Hyeri ParkBoGum RyuJunYeol GoKyungPyo LeeDongHwi RyuHyeYoung AhnJaeHong ChoiSungWon SungDongIl LeeIlHwa RaMiRan KimSungKyun ChoiMooSung KimSunYoung(1976) YooJaeMyung LeeMinJi(1988) LeeSeYoung(1989),ShinWonHo,LeeWooJung
51,Historical Drama KoreanDrama,Mbc,9.24,PG-13,The Flower in Prison,GoSoo JinSeYeon JungJoonHo ParkJooMi KimMiSook YoonJooHee ChoiTaeJoon KimSooYun JungEunPyo ParkGilSoo Shorry JungDaBin(2000) LeeHeeDo KimHyungBum OhNaRa KimMinKyung KimSooYeon,LeeByungHoon,ChoiWanKyu
83,VarietyShow Reality Entertainment Comedy,Sbs,9.26,PG-13,Law of the Jungle,KimByungMan,MinSeonhong KimJinho BaekSoojin,
20,Drama KoreanDrama MedicalDrama Melodrama,Kbs2,9.63,PG-13,Good Doctor,KimYoungKwang KimMinSeo JooSangWook MoonChaeWon JooWon JinKyung GoChangSuk KimHyunSoo JungManSik KwakJiMin YoonYooSun JoHeeBong ChoiRoWoon KimChangWan ChunHoJin WangJiWon NaYoungHee YooHaeJung BanMinJung KwakDoWon YoonPark MoonHeeKyung UhmHyunKyung JungYoonSuk SeoHyunChul LeeKiYeol JungHoKeun,KiMinSoo KimJinWoo,ParkJaeBum
16,Romance KoreanDrama Drama IdolDrama Melodrama,Sbs,8.55,PG-13,High Society,SungJoon Uee ParkHyungSik LimJiYeon LeeSangWoo,ChoiHyeongHun,HaMyungHee
50,Drama Family&Kids Romance KoreanDrama,Kbs,8.89,PG-13,Marry Me Now,LeeSangWoo HanJiHye YeoHoeHyun ParkJoonGeum ParkSunYoung JangMiHee YooDongGeun ChoiJungWoo KimMiKyung JungChaeYeon KimKwon ParkSeWan ParkSangMyun ChoiDaeChul HwangDongJoo LeeJiHoon(1979) KimYeRyung GeumSaeRok KangSungWook KimYoonKyung SeoYeonWoo KimWooHyuk,YoonChangBeom,ParkPilJoo
32,Action&Adventure Crime&Mystery KoreanDrama Drama Thriller&Suspense,Mbc,9.03,NC-17,Less than Evil,ShinHaKyun LeeSeol Baro BaeDaBin HongEunHee KimGunWoo BaeYooRam ParkHoSan YangGiWon,KimDaeJin,HeoJoonWoo KangYiHun
16,Lifestyle&Variety Drama Food&Cooking KoreanDrama Comedy Melodrama IdolDrama,Mbc,9.09,PG-13,"Jang Geum, Oh My Grandma",ShinDongWook KwonYuri KimHyunJoon LeeYulEum KiDoHoon LeeMinhyuk JeongYiRang LeeHyeJung KimKiRi,SunHyeYoon,ParkEunJung ChoiWooJoo
10,Documentary Lifestyle&Variety Reality,Tvn,9.2,PG-13,Little House in the Forest,ParkShinHye SoJiSub,NaYoungSeok,
18,Family&Kids Drama KoreanDrama,Kbs,8.65,PG-13,Liver or Die,LeeSiYoung OhJiHo JeonHyeBin YooJoonSang LeeChangYeob ShinDongMi ParkInHwan SongJongHo ChoiDaeChul ChoiSungJae LeeSangSook LeeBoHee KimJiYoung KiEunSe,JinHyungWook,MoonYoungNam
32,Horror&Supernatural Thriller&Suspense Romance KoreanDrama Drama,Kbs,9.06,PG-13,Lovely Horribly,ParkShiHoo SongJiHyo LeeGiKwang HamEunJung ChoiYeoJin JiSeungHyun MoonSuBin JangYoungNam HwangSunHee SungDooSup JeonBaeSoo,KangMinKyung,ParkMinJoo
20,Comedy KoreanDrama Drama Romance Costume&Period IdolDrama,Kbs2,9.38,PG-13,Sungkyunkwan Scandal,SongJoongKi SeoHyoRim YooAhIn ParkMinYoung ParkYoochun AhnNaeSang KimMiKyung LeeTaeRi KimKapSoo JoSungHa JunTaeSoo RyuDam ParkChulMin LeeJaeYong ImYoonJung NamMyungRyul KimIkTae JooAhSung JangSeHyun KimHaKyoon KimKwangGyu KimMinSeo LeeIn KimJungKyoon KimDongYoon ChaeByungChan HanYun HwangChanWoo LeeDalHyung ImYoungPil ParkGeunSoo KangSungPil JungHyeMi BangJoonSeo ChoiDongJoon ParkDongBin KimYoungBae SungHyunJoo KimDanYool,KimWonSuk HwangInHyuk,KimTaeHee JeongEungWol
21,Drama MedicalDrama Romance KoreanDrama,Sbs,9.61,PG-13,Romantic Doctor Kim,HanSukKyu YooYeonSeok SeoHyunJin KimMinJae(1996) JinKyung ImWonHee KimHongFa ByunWooMin JangHyukJin LeeYoungE YangSeJong,YuInSik ParkSooJin,KangEunKyung
16,Food&Cooking Romance KoreanDrama Comedy Drama,Mbc,9.3,PG-13,My Name Is Kim Sam Soon,HyunBin KimSunAh DanielHenney JungRyeoWon LeeKyuHan LeeAhHyun NaMoonHee KwonHaeHyo YoonYeHee KimJaOk HanYeoWoon YeoWoonKye SuhJiHee,KimYunCheol,KimDoWoo JiSuHyeon
16,Crime&Mystery Drama Romance Sci-Fi&Fantasy KoreanDrama,Sbs,9.2,PG-13,The Girl Who Sees Smells,NamgoongMin YoonJinSeo SongJongHo ShinSeKyung ParkYoochun KimSoHyun JungInKi ParkJinJoo ChoiTaeJoon,BaekSooChan,ManChwi LeeHeeMyung
20,Drama Romance KoreanDrama Melodrama,Sbs,9.32,PG-13,Mask,LeeHoWon SooAe YeonJungHoon JooJiHoon HwangSeokJeong YooInYoung JoYoonWoo,BooSungChul,ChoiHoChul
20,KoreanDrama Romance Crime&Mystery Melodrama,Sbs,9.58,PG-13,Remember,YooSeungHo ParkMinYoung NamgoongMin ParkSungWoong JungHyeSung KimHyungBum ShinJaeHa HanBoBae ShinHyunSoo,LeeChangMin,YoonHyunHo
16,Horror&Supernatural Romance Sci-Fi&Fantasy KoreanDrama Comedy Drama,Tvn,9.31,PG-13,"Bring It On, Ghost",Taecyeon KimSoHyun KwonYool KimSangHo KangKiYoung SonEunSeo LeeDavid,ParkJoonHwa,ImInSeu LeeDaeII
16,KoreanDrama Romance Comedy Drama,Kbs,9.37,PG-13,Jugglers,BaekJinHee DanielChoi KangHyeJung LeeWonGeun ChaJooYoung ChaSoonBae KimKiBang InGyoJin KimChangWan JungSooYoung LeeJiHa JungSungHo JungHyeIn SongJiHo,KimJungHyun,JoYongHae
16,Horror&Supernatural KoreanDrama Romance Sci-Fi&Fantasy Drama,Tvn,9.41,PG-13,Oh My Ghostess,JoJungSuk ParkBoYoung ImJooHwan KimSeulGi ParkJungAh KwakSiYang ShinHyeSun KangKiYoung ChoiMinChul LeeDaeYeon LeeJungEun ShinEunKyung,YooJeWon,YangHeeSeung
28,KoreanDrama Romance Drama,Sbs,9.07,PG-13,Shining Inheritance,LeeSeungGi MoonChaeWon BaeSooBin HanHyoJoo ChoiJungWoo YeonJunSuk MinYoungWon JungSukWon LeeSeungHyung BanHyoJung SonYeoEun BaekSeungHyun JunInTaek YooJiIn MinJoonHyun TaeHwang HanYeWon KimMiSook,JinHyeok,SoHyeonKyeong
10,Romance Drama KoreanDrama WebDrama Comedy IdolDrama,SbsPlus,9.45,PG-13,Wednesday 3:30 PM,LeeHongbin JinKiJoo ChaJungWon AhnBoHyun JoSeungHee,LeeJungHoon,LeeSeoEun
21,Drama KoreanDrama Historical Romance,TvChosun,9.27,PG-13,Grand Prince,YoonShiYoon JooSangWook JinSeYeon SonJiHyun(1990) RyuHyoyoung YoonSeo ShinYi MoonJiIn ChoiSungJae SonByungHo YangMiKyung OhSeungAh KimMiKyung LeeKiYoung JaeHo ChooSooHyun HanJaeSuk(1991) KimBumJin,KimJungMin,JoHyounKyoung
50,Drama KoreanDrama Melodrama Women,Sbs,9.38,PG-13,I Have a Lover,JiJinHee KimHyunJoo LeeKyuHan ParkHanByul NaYoungHee LeeJaeYoon GongHyungJin,ChoiMunSeok,BaeYooMi
16,Family&Kids Sci-Fi&Fantasy Romance KoreanDrama,Tvn,9.38,PG-13,Familiar Wife,HanJiMin JiSung JangSeungJo KangHanNa N ParkHeeBon LeeYooJin SonJongHak KimSoRa GongMinJung ParkWonSang,LeeSangYeob,YangHeeSeung
54,KoreanDrama Drama Costume&Period Biography MedicalDrama Food&Cooking,Mbc,9.67,PG-13,Jewel in the Palace,JiJinHee LeeYoungAe ImHo ParkEunHye HongRiNa,LeeByungHoon,KimYoungHyun
12,Comedy Sci-Fi&Fantasy KoreanDrama IdolDrama Romance,Kbs,8.54,PG-13,Orange Marmalade,SongJongHo Seolhyun LeeJongHyun YeoJinGoo GilEunHye LeeIlHwa,LeeHyeongMin,SeokWoo MoonSoSan
18,Comedy Horror&Supernatural Romance Drama KoreanDrama,Tvn,9.4,PG-13,Another Oh Hae Young,EricMun SeoHyunJin JeonHyeBin KimJiSuk LeeJaeYoon YeJiWon HuhJungMin HeoYoungJi NamGiAe,SongHyunWook,ParkHaeYoung
17,Comedy Music KoreanDrama IdolDrama Drama Romance,Kbs,9.21,PG-13,Dream High,Taecyeon IU Wooyoung Suzy HamEunJung KimSooHyun LeeYoonJi BaeNooRi BaeYongJoon Nichkhun LeeByungJoon UhmKiJoon JOO ChoiIlHwa ParkHyukKwon ParkJinYoung AhnKilKang AhnSunYoung AhnSeoHyun GooJoonYup YoonYoungAh BaekWonKil HanJiHoo LeeYoonMi,LeeEungBok,ParkHyeRyun
32,Drama Melodrama Crime&Mystery Romance KoreanDrama,Mbc,9.22,PG-13,Time,KimJungHyun(1990) Seohyun HwangSeungEon KimJunHan KimJungTae ChoiDukMoon KimHeeJung JunSooKyung ChoiJongHwan AnJiHyun,JangJoonHo,ChoiHoChul
14,Action&Adventure Crime&Mystery KoreanDrama,Ocn,9.6,PG-13,The Player,SongSeungHeon KrystalJung LeeSiEon TaeWonSuk KimWonHae KimHyungMuk AhnSeHo,KoJaeHyun,ShinJaeHyung
32,Romance Thriller&Suspense KoreanDrama Drama Crime&Mystery,Kbs,9.31,PG-13,The Ghost Detective,LeeJiAh ParkEunBin DanielChoi LeeJooYoung KimWonHae LeeJaeKyoon ShinJaeHa ParkJooHee HyeonBongSik KimMinSang,LeeJaeHoon,HanJiWan
16,Comedy Drama Romance KoreanDrama Family&Kids,Kbs,9.12,PG-13,Full House,KimSungSoo HanDaGam Rain SongHyeKyo LeeYoungEun,PyoMinSoo,WonSuYeon MinHyoJung
11,VarietyShow Entertainment Music,Sbs,9.28,PG-13,THE FAN,YuHuiYeol BoA LeeSangMin KimEaNa,[],[]
50,Drama KoreanDrama Melodrama,Mbc,8.96,PG-13,Monster,KangJiHwan SungYuri ParkKiWoong ClaudiaKim LeeGiKwang JoBoAh LeeYulEum JungBoSuk ParkYoungGyu LeeDeokHwa JinTaeHyun KimHyeEun JungWoongIn LeeEl,JooSungWoo,JangYoungCheol
18,VarietyShow Entertainment,Mbc,9.0,PG-13,The Real Men 300,Lisa Hongseok KangJiHwan ViktorAn OhYoonAh LeeYooBi KimJaeHwa ShinJi KimHoYoung Lucas Ravi(ofVIXX) ChoiYoonYoung Narsha Shownu KimHeeJung(1992),KimMinjong KimMyungjin ImKyungsik,
81,Romance Drama KoreanDrama Historical,Mbc,9.48,PG-13,Jumong,SongIlGook HanHyeJin KimSeungSoo SongJiHyo OhYunSoo JunKwangRyul JungHoBin HeoJoonHo BaeSooBin,LeeJooHwan KeunhongKim,WankyuChoi JungHyungSoo
32,Drama KoreanDrama Thriller&Suspense Crime&Mystery,Sbs,9.45,PG-13,Your Honor,YoonShiYoon LeeYooYoung ParkByungEun Nara YoonNaMoo SungDongIl KimKangHyun HeoSungTae ParkJiHyun,BooSungChul,ChunSungIl
16,KoreanDrama Comedy Melodrama Drama Romance Sci-Fi&Fantasy,Sbs,9.38,PG-13,"Please Come Back, Mister",Rain LeeMinJung OhYeonSeo YoonPark KimSooRo KimInKwon HoneyLee ChoiWonYoung RaMiRan LeeTaeHwan ParkMinWoo RyuHwayoung ParkInHwan LeeMoonShik ParkChulMin KangKiYoung YeoHoeHyun,ShinYoonSub,JiroAsada NohHyeYoung
141,Entertainment Music VarietyShow K-Pop,Mbc,8.63,PG-13,The King of Mask Singer,KimGura KimSungJoo ShinBongSun HeoKyungHwan KimMinSuk KimMinSuk KimMyungSoo(L) YoonBomi,NohSiyong OhNoori,ParkWonwoo AhnYoungran KimHyojeong WooJeonghwa JungShiyoon SongBora KimHyangsoo
16,Comedy Romance KoreanDrama IdolDrama,Tvn,9.32,PG-13,"Marriage, Not Dating",JulienKang HanSunHwa YeonWooJin HanGroo JeongJinwoon YoonSoHee ParkJoonGyu KimYoungOk KimKapSoo ImYeJin ChoiHyun LeeBoHee HuhJungMin KimHaeSook ParkHeeJin,SongHyunWook,JooHwaMi
20,KoreanDrama Drama Romance Crime&Mystery Melodrama,Kbs,9.24,PG-13,The Innocent Man,LeeKwangSoo MoonChaeWon LeeSangYeob ParkSiYeon LeeYooBi SongJoongKi KimTaeHoon,KimJinWon,LeeKyoungHee
16,Comedy Drama KoreanDrama Romance,Mbc,9.5,PG-13,She Was Pretty,ParkSeoJoon HwangJungEum ChoiSiwon GoJunHee ParkYooHwan LeeIlHwa AhnSeHa HwangSeokJeong ShinHyeSun ImJiHyun SeoJeongYeon,JungDaeYoon,JoSungHee
77,Drama KoreanDrama Historical,Mbc,9.26,PG-13,Yi San,LeeSeoJin HanJiMin LeeJongSoo ParkEunHye LeeHeeDo SongChangEui LeeSoonJae JangHeeWoong LeeJaeYong JoYunWoo HanInSoo KyunMiRi KimYeoJin ImHyunShik ParkJiBin JoKyungHwan LeeSook SonIlKwon JungHoKeun KimSoYi SungHyunAh SeoBumShik,LeeByungHoon KeunhongKim,KimYiYoung
20,Drama KoreanDrama Romance Historical,Kbs,9.47,PG-13,Queen for Seven Days,ParkMinYoung YeonWooJin LeeDongGun Chansung KangKiYoung JangHyunSung DoJiWon BaekSeungHwan SonEunSeo KangShinIl GoBoGyeol ParkSiEun(2001) SongJiIn,LeeJungSub,ChoiJinYoung
16,Thriller&Suspense Crime&Mystery Drama KoreanDrama,Kbs,9.63,PG-13,MAD DOG,YooJiTae WooDoHwan RyuHwayoung HongSooHyun JoJaeYoon JangHyukJin ParkInHwan JungBoSuk KimHyeSung ChoiWonYoung LeeJoonHyuk,HwangUiKyung,KimSooJin
17,Drama KoreanDrama,Kbs,9.27,PG-13,School 2013,KimWooBin ParkSeYoung DanielChoi JangNara LeeJongSuk GilEunHye AhnJiHyun AhnHyeKyung ShinHyeSun YoonJooSang UhmHyoSup JunSooJin RyuHyoyoung JungYeonJoo LeeYiKyung LeeJiHoon KimChangHwan LeeHanWi KimYoungChoon KimDongSuk LeeYunKyung KimNaWoon OhYoungShil KimHaeRim ParkHaeMi DaNi KwakJungWook ChoiChangYeob,LeeMinHong LeeEungBok,LeeHyunJoo KoJungWon
20,Comedy Drama KoreanDrama IdolDrama,Kbs,9.56,PG-13,Chief Kim,NamgoongMin NamSangMi Junho JungHyeSung LeeIlHwa KimWonHae ParkYoungGyu DongHa KimMinSang(1968) ImHwaYoung ParkJiIl KimSeonHo,LeeJaeHoon ChoiYoonSuk,ParkJaeBum
31,Historical KoreanDrama Costume&Period Drama,Mbc,9.71,PG-13,Rebel: Thief Who Stole the People,YoonKyunSang KimSangJoong ChaeSooBin HoneyLee KimJiSuk LeeSooMin JungDaBin(2000) KimJungHyun(1990) KimJungTae KimByungOk HwangSeokJeong LeeJoonHyuk ParkJiIl ParkEunSuk,KimJinMan,HwangJinYoung
16,Comedy Romance Drama KoreanDrama,Mbc,9.32,PG-13,Lucky Romance,RyuJunYeol HwangJungEum LeeChungAh LeeSooHyuk,KimKyungHee,KimDalNim ChoiYoonKyo
100,Family&Kids Melodrama Drama KoreanDrama,Mbc,8.12,PG-13,The Rich Son,KimJiHoon KimJooHyun LeeKyuHan HongSooHyun KimYoungOk JungBoSuk YoonYooSun KangNamGil LeeSeungYeon WooHyun JunSooKyung ParkJaeJung ParkSoonChun YoonChulHyung LeeChangYeob KimMinKyu Elkie YangHyeJi ShimEunJin,ChoiChangWook,KimJungSoo
52,Drama KoreanDrama Comedy,Mbc,9.21,PG-13,Jang Bo Ri Is Here,OhChangSuk LeeYooRi KimJiHoon OhYeonSeo SungHyuk AhnNaeSang ChoiDaeChul ParkGunIl,BaekHoMin,KimSunOk
14,KoreanDrama Drama MedicalDrama Thriller&Suspense,Kbs,9.61,PG-13,Beautiful Mind,JangHyuk ParkSoDam YoonHyunMin ParkSeYoung RyuSeungSoo OhJungSe HeoJoonHo LeeJaeRyong MinSungWook ShimYiYoung JangHyukJin DongHa JangKiYong,MoWanIl,KimTaeHee
16,Comedy KoreanDrama Drama Romance Sci-Fi&Fantasy IdolDrama,Kbs,8.47,PG-13,Big,GongYoo LeeMinJung BaekSungHyun JangHeeJin Suzy GoSooHee ShinWonHo JangHyunSung ChoiRoWoon AhnSukHwan ImJiEun SoraJung YoonHaeYoung MoonJiYoon ChoiRan ShinJiSoo,JiByungHyun KimSungYoon,HongJungEun HongMiRan
50,Melodrama Romance Drama KoreanDrama Family&Kids,Mbc,8.91,PG-13,Glamorous Temptation,JooSangWook ChoiKangHee NamJooHyuk KimSaeRon ChaYeRyun KimBoRa JungJinYoung NaYoungHee KimMiKyung JoYunWoo ParkJungAh KimHoJin KalSoWon JangYoungNam LeeJaeYoon JungSungYoon DongHa,KimSangHyub KimHeeWon,SonYoungMok
32,Melodrama Drama KoreanDrama,Kbs,9.26,PG-13,Your House Helper,HaSeokJin Bona LeeJiHoon GoWonHee JunSooJin SeoEunAh JoHeeBong YoonJooSang LeeMinYoung LeeDoGyeom LimJiKyu,JeonWooSung,SeungJungYeon KimJiSun
50,KoreanDrama Romance Drama Family&Kids Melodrama,Kbs,8.98,PG-13,You Are The Best,LeeJiHoon(1979) IU JoJungSuk YooInNa KoJooWon SonTaeYoung LeeJiHoon LeeMiSook GoDooShim JungWoo,YunSeongSik,JungYooGyung
40,Drama KoreanDrama Crime&Mystery Melodrama,Sbs,9.29,PG-13,Let Me Introduce Her,NamSangMi KimJaeWon JoHyunJae LeeMiSook HanDaGam JeongJinwoon YangJinSung LeeShiAh LeeHoJung KangHoon,ParkGyungRyeol,ParkUnHee
32,Drama KoreanDrama Thriller&Suspense Action&Adventure,Mbc,9.4,PG-13,The Guardian,KimYoungKwang LeeSiYoung KimTaeHoon KimSeulGi Key ShinDongWook ParkSolomon,SonHyeongSeok ParkSeungWoo,KimSooEun ParkHyoYeon
40,KoreanDrama Romance Sci-Fi&Fantasy Drama,Sbs,9.33,PG-13,Into the World Again,YeoJinGoo LeeYeonHee AhnJaeHyun LeeSiEon JungChaeYeon KwakDongYeon ParkJinJoo ChoiSungMin YoonSunWoo,BaekSooChan,LeeHeeMyung
16,IdolDrama WebDrama Food&Cooking Romance KoreanDrama Drama,SbsPlus,8.95,PG-13,I Order You,JungYunho KimGaEun BaekJongWon JoYoonWoo JangSeungJo,AhnGilho,LeeMoonhwi OhBohyun
18,Drama Sci-Fi&Fantasy KoreanDrama Romance,Tvn,9.72,PG-13,Chicago Typewriter,YooAhIn ImSooJung GoKyungPyo KwakSiYang YangJinSung JoWooJin ChunHoJin JunSooKyung,KimCheolKyu,JinSooWan
24,KoreanDrama Drama Action&Adventure Romance Costume&Period Sci-Fi&Fantasy MedicalDrama,Sbs,9.36,PG-13,The Great Doctor,LeePhilip KimHeeSun LeeMinHo RyuDeokHwan KimMiKyung SungHoon ParkSeYoung YoonKyunSang,KimJongHak,SongJiNa
31,Romance KoreanDrama Drama,Mbc,9.11,PG-13,Creating Destiny,KiTaeYoung Eugene JungSukWon RyuSangWook ParkSoonChun YoonJooHee BanHyoJung ChoiSangHoon KangNamGil YangHeeKyung LeeHeeDo KangByul Clara ByunWooMin ImHyunShik LeeJungHoon GeumBoRa HwangEunHye LeeDoYoung,JangKeunSu LeeSungJoon,HyunGoWoon
16,IdolDrama Romance KoreanDrama Drama,Mbc,9.6,PG-13,Marriage Contract,LeeSeoJin Uee KimYoungPil KimYooRi KimYongGun ParkJungSoo LeeHwiHyang KimKwangGyu ShinLinAh PyoYeJin,KimJinMin,JungYooGyung
15,Music KoreanDrama Drama Romance,Mbc,9.12,PG-13,Heartstrings,SongChangEui ParkShinHye KangMinHyuk SoYiHyun JungYongHwa MoonGaYoung KimSeulGi LeeHyunJin,PyoMinSoo LeeMinCheol,LeeMyungSook
48,Drama KoreanDrama Melodrama Crime&Mystery,Mbc,8.76,PG-13,Hide and Seek,LeeYooRi SongChangEui UhmHyunKyung KimYoungMin JungHyeSun YoonJooSang LeeJongWon JoMiRyung LeeWonJong AhnBoHyun,ShinYongWhee,SeolKyungEun
50,Costume&Period KoreanDrama Drama,Sbs,9.65,PG-13,Six Flying Dragons,YooAhIn ShinSeKyung ByunYoHan YoonKyunSang KimMyungMin ParkHyukKwon GongSeungYeon KimHeeJung JungYuMi(1984) NamDaReum HaJun LeeJiHoon LeeJoonHyuk HanYeRi JinSeonKyu ParkSiEun(2001) KimEuiSung JoHeeBong,ShinKyungSoo,KimYoungHyun ParkSangYeon
20,Comedy KoreanDrama Drama Romance IdolDrama,Sbs,9.56,PG-13,A Gentleman’s Dignity,KimMinJong KimHaNeul LeeJongHyuk KimSooRo JangDongGun KimSunHwa LeeJongHyun KimYoonSeo KimDongGyoon JoJaeYoon KimKwangGyu KimWooBin KimSungOh KimSaHee ParkJooMi NamHyunJoo YoonJinYi YoonSeAh LeeYongYi ParkAhIn JungSooIn AhnJaeMin,ShinWooCheol KwonHyukChan KimJungHyun,KimEunSook
126,KoreanDrama Family&Kids Drama,Mbc,8.93,PG-13,High Kick Through the Roof,LeeSoonJae KimJaOk HwangJungEum ShinSeKyung DanielChoi YoonShiYoon JungBoSuk OhHyunKyung JulienKang JinJiHee SeoShinAe,KimByeongWook KimYoungKi JoChanJu,LeeYoungChul LeeSoJung JoSungHee
62,KoreanDrama Drama Costume&Period Biography,Mbc,9.4,PG-13,The Great Queen Seon Deok,UhmTaeWoong LeeYoWon YooSeungHo GoHyunJung KimNamGil LeeHyunWoo AhnKilKang ParkJiBin,ParkHongKyun KimKeunHong,KimYoungHyun ParkSangYeon
16,KoreanDrama Drama Music IdolDrama Romance,Kbs,8.49,PG-13,Dream High 2,JeongJinwoon ParkJiyeon ParkSeoJoon KangSora Hyolyn Jinyoung(GOT7) KwonHaeHyo ParkJinYoung YeEun NohJungUi KimJiSoo(1990) KimJungTae JungYeonJoo Ailee JB YoonHeeSuk YooSoYoung ParkKahi HwangMiSun,LeeEungBok MoWanIl,HeoSungHye JangEunMi
20,Drama KoreanDrama Romance Costume&Period Historical,Mbc,8.72,PG-13,The King Loves,ImSiwan Yoona HongJongHyun OhMinSeok JungBoSuk JangYoungNam KimHoJin YoonJongHoon UhmHyoSup KiDoHoon ParkHwanHee,KimSangHyub,KimYiRyung SongJiNa
20,Romance Action&Adventure KoreanDrama Drama,Mbc,9.49,PG-13,The King 2 Hearts,LeeSeungGi HaJiWon JoJungSuk LeeYoonJi LeeSungMin YumDongHun LeeSiEon Fabien YoonJeMoon JungManSik ChoiMin JeonGookHwan LeeSoonJae RaMiRan ChoiKwon YounYuhJung KangHanByul LeeDoKyung LeeYunKyung ParkGunTae,LeeJaeKyu JungDaeYoon SongJiWon,HongJinAh
40,Romance KoreanDrama Family&Kids Melodrama Drama,Sbs,8.85,PG-13,The Good Witch,RyuSooYoung LeeDaHae AnWooYeon YoonSeAh BaeSooBin LeeDeokHwa MoonHeeKyung ShimHyungTak Hyejeong Solbin,OhSeGang,YoonYoungMi
16,Food&Cooking Romance KoreanDrama Drama,Tvn,8.61,PG-13,Flower Boy Ramyun Shop,LeeKiWoo LeeChungAh JungIlWoo ParkMinWoo OhHeeJoon JoYoonWoo SongJaeRim DoSangWoo SeoBumSuk KimYeWon(1987) JooHyun JungInKi,JungJungHwa,YoonNanJoong
32,Family&Kids Action&Adventure KoreanDrama Drama Melodrama,Mbc,9.47,PG-13,Bad Papa,JangHyuk SonYeoEun HaJun ShinEunSoo LeeDavid KimJaekyung KwonEunBin(ofCLC) KimWook ParkJiBin,JinChangGyu,KimSungMin
32,Thriller&Suspense KoreanDrama Drama Crime&Mystery,Sbs,9.5,PG-13,"Ms Ma, Nemesis",KimYoonJin JungWoongIn GoSungHee ChoiKwangJe YoonHaeYoung SungJiRu HwangSeokJeong YooJiSoo ShinWoo YoonSongAh LeeHaYul,MinYeonHong LeeJungHoon,AgathaChristie ParkJinWoo
24,Historical KoreanDrama Drama Costume&Period,Sbs,9.54,PG-13,Jackpot,JangGeunSuk YeoJinGoo LimJiYeon JunKwangRyul ChoiMinSoo YoonJinSeo YoonJiHye LeeMoonShik ImHyunShik JiIlJoo AhnKilKang HanJungSoo SongJongHo JunSooJin HyunWoo OhYeonAh,NamGun,KwonSoonGyu
12,Drama KoreanDrama Crime&Mystery Thriller&Suspense,Kbs,8.43,PG-13,"My Lawyer, Mr. Joe 2: Crime and ...",ParkShinYang GoHyunJung LeeMinJi ChoiSeungKyung JoDalHwan LeeMiDo YoonJooMan ByunHeeBong SonByungHo KimPubLae JungHeeTae JooJinMo(1958) SeoYiSook JeonBaeSoo,HanSangWoo,Haechoolring
16,KoreanDrama Drama Sports Dance,Kbs,9.29,PG-13,Just Dance,JangDongYoon ParkSeWan LeeJooYoung ShinDoHyun LeeYooMi KimSuHyun(2000) YeonJaeHyeong JangHyunSung KimSunYoung(1976) JangSungBum KimKapSoo,ParkHyunSuk,KwonHyeJi
16,Crime&Mystery Drama KoreanDrama,Kbs,9.31,PG-13,Witch’s Court,JungRyeoWon YoonHyunMin KimYeoJin JunKwangRyul JeonIkRyeong LeeRe KimJaeHwa HeoSungTae YoonKyungHo ChoiRi,KimYoungKyoon,JungDoYoon
