,rating,title,user
250,10,Fates and Furies,luisiana9904_470
251,10,Fates and Furies,gabrielgoldemberg
252,10,Fates and Furies,dianatello59_527
253,10,Fates and Furies,leaaronalwaysurs_318
254,10,Fates and Furies,therover
255,10,Fates and Furies,421178384936663_605
256,10,Fates and Furies,jeancatipunan_926
257,10,Fates and Furies,maylf
258,10,Fates and Furies,sally_fire_507
259,8,Fates and Furies,liz239
260,10,Fates and Furies,sazzle
261,10,Fates and Furies,charopm119_644
262,10,Fates and Furies,danyelistp_701
263,10,Fates and Furies,vannitakularb
264,10,Fates and Furies,wardahshahzad_594
265,10,Fates and Furies,gloria_arzate_lopez
266,10,Fates and Furies,10212237392602631_37
267,10,Fates and Furies,min_jung_5
268,10,Fates and Furies,icasianoa_171
269,10,Fates and Furies,mebakilamare_59
270,10,Fates and Furies,sosayang
271,9,Fates and Furies,deepa_viswambharan_265
272,10,Fates and Furies,114649919219535_595
273,10,Fates and Furies,chrisi123kpop_759
274,10,Fates and Furies,maykoxiong
275,10,Fates and Furies,sakamo
276,10,Fates and Furies,464001560400579_61
277,10,Fates and Furies,pagos_796
278,10,Fates and Furies,maricelrockwell_243
279,10,Fates and Furies,zenith21
280,10,Fates and Furies,sinh_ka
281,10,Fates and Furies,mepena92_302
282,10,Fates and Furies,01227440029287791886
283,10,Fates and Furies,yordaivi82_152
284,10,Fates and Furies,sandjhatt_249
285,10,Fates and Furies,1172144566217502_463
286,10,Fates and Furies,t2nguyen02_460
287,10,Fates and Furies,stickyaznrice_439
288,10,Fates and Furies,lalyn_divinares
289,10,Fates and Furies,yelyeisa
290,10,Fates and Furies,7309rl_365
291,10,Fates and Furies,mmm1mom_800
292,10,Fates and Furies,theiyer_26_761
293,9,Fates and Furies,53030802862592717196
294,10,Fates and Furies,fox25pope_240
295,9,Fates and Furies,nealj2003_276
296,10,Fates and Furies,ita11142gf_743
297,1,Fates and Furies,etulane
298,9,Fates and Furies,avegayii_221
299,10,Fates and Furies,manjarespamela_137
300,10,Fates and Furies,lorenita456martinez2_343
