# episodes,genre,network,rating,s_rating,title,cast,director,screenwriter
82,"['10g', '1044g', '6g', '1042g']",SBS,9.29,PG-13,My Little Old Boy,"['Park Soo Hong', 'Kim Jong Kook', 'Tony An', 'Kim Gun Mo', 'Lee Sang Min', 'Lee Sun Mi', 'Ji In Sook', 'Lim Yeo Soon', 'Lee Ok Jin', 'Cho Hye Sun', 'Shin Dong Yup', 'Seo Jang Hoon']","Kwak Seung-yeong, Choi So-hyeong, Ryu Ji-hwan","Yook So-young, Kang Seung-hui, Choi Seung-yeon, Sin Yu-jin, Yeon Cho-rong, Kim Ji-ye, Kim Hyeon-jin, Choi Na-mu"
54,"['23g', '1041g', '9g', '24g', '6g']",KBS,9.65,PG-13,Five Children,"['Ahn Jae Wook', 'So Yoo Jin', 'Sung Hoon', 'Shin Hye Sun', 'Shim Hyung Tak', 'Im Soo Hyang', 'An Woo Yeon', 'Shim Yi Young', 'Wang Bit Na', 'Kwon Oh Joong']",Kim Jung-Kyu,Jung Hyun-Jung
10,"['1045g', '23g', '1038g']",Naver TV,8.71,PG-13,Wind-bell,"[""Kwon Mina (AoA's Min A)"", 'Jinyoung (B1A4)', 'Park Hyun Sook', 'Yoon Ji Wook', 'Lee Seung Wook']",[],[]
13,"['18g', '23g']",Channel A,8.2,PG-13,Twelve Nights,"['Shin Hyun Soo', 'Han Seung Yeon', 'Jang Hyun Sung', 'Lee Gun Woo', 'Kim Bum Jin', 'Hwang So Hee', 'Kim Lee Kyung', 'Cha Soo Yun', 'Ye Soo Jung', 'Lee Ye Eun', 'Hong Jin Ki', 'Yoo Jun Hong']",Oi Wah Lam,Oi Wah Lam
18,"['26g', '23g', '1g', '9g', '19g']",SBS,9.41,PG-13,I Hear Your Voice,"['Lee Jong Suk', 'Lee Bo Young', 'Yoon Sang Hyun', 'Jung Woong In', 'Lee Da Hee', 'Goo Seung Hyun', 'Han Ki Woong', 'Yoon Joo Sang', 'Han Ki Won', 'Jo Duk Hyun', 'Ahn Moon Sook', 'Park Doo Shik', 'Yeo Ho Min', 'Jung Dong Hwan', 'Kim Kwang Gyu', 'Kim Byung Ok', 'Kim Soo Yun', 'Choi Sung Joon (1983)', 'Jung Min Ah', 'Lee Jung Hyuk', 'Kim Ki Chun', 'Kim So Hyun', 'Kim Mi Kyung', 'Kim Hae Sook', 'Jang Hee Woong', 'Kim Ga Eun', 'Jang Hee Soo', 'Kim Soo Yeon']",Jo Soo-Won,Park Hye-Ryun
16,"['9g', '23g', '1046g']",MBC,9.51,PG-13,Angry Mom,"['Kim Hee Sun', 'Kim Yoo Jung', 'Ji Hyun Woo', 'Baro', 'Ji Soo', 'Park Soo Ah', 'Kim Tae Hoon', 'Im Hyung Joon', 'Go Soo Hee', 'Jeon Gook Hwan', 'Oh Yoon Ah', 'Park Young Gyu', 'Suh Ji Hee', 'Kang Moon Young']",Ashbun,Kim Ban-Di
20,"['6g', '23g', '18g', '9g', '19g']",SBS,8.87,PG-13,"Hyde, Jekyll, Me","['Sung Joon', 'Hyeri', 'Hyun Bin', 'Han Ji Min', 'Lee Deok Hwa', 'Lee Won Geun', 'Lee Seung Joon', 'Lee Joon Hyuk', 'Kwak Hee Sung']","Jo Young-Gwang, Park Shin-Woo","Lee Choong-Ho (comic), Kim Ji-Woon"
20,"['1038g', '18g', '23g', '24g', '6g', '9g']",tvN,9.63,PG-13,Reply 1988,"['Hyeri', 'Park Bo Gum', 'Ryu Jun Yeol', 'Go Kyung Pyo', 'Lee Dong Hwi', 'Ryu Hye Young', 'Ahn Jae Hong', 'Choi Sung Won', 'Sung Dong Il', 'Lee Il Hwa', 'Ra Mi Ran', 'Kim Sung Kyun', 'Choi Moo Sung', 'Kim Sun Young (1976)', 'Yoo Jae Myung', 'Lee Min Ji (1988)', 'Lee Se Young (1989)']",Shin Won-Ho,Lee Woo-Jung
51,"['1037g', '9g', '23g']",MBC,9.24,PG-13,The Flower in Prison,"['Go Soo', 'Jin Se Yeon', 'Jung Joon Ho', 'Park Joo Mi', 'Kim Mi Sook', 'Yoon Joo Hee', 'Choi Tae Joon', 'Kim Soo Yun', 'Jung Eun Pyo', 'Park Gil Soo', 'Shorry', 'Jung Da Bin (2000)', 'Lee Hee Do', 'Kim Hyung Bum', 'Oh Na Ra', 'Kim Min Kyung', 'Kim Soo Yeon']",Lee Byung-Hoon,Choi Wan-Kyu
83,"['1044g', '1042g', '10g', '6g']",SBS,9.26,PG-13,Law of the Jungle,['Kim Byung Man'],"Min Seon-hong, Kim Jin-ho, Baek Soo-jin",
20,"['9g', '23g', '1040g', '1041g']",KBS2,9.63,PG-13,Good Doctor,"['Kim Young Kwang', 'Kim Min Seo', 'Joo Sang Wook', 'Moon Chae Won', 'Joo Won', 'Jin Kyung', 'Go Chang Suk', 'Kim Hyun Soo', 'Jung Man Sik', 'Kwak Ji Min', 'Yoon Yoo Sun', 'Jo Hee Bong', 'Choi Ro Woon', 'Kim Chang Wan', 'Chun Ho Jin', 'Wang Ji Won', 'Na Young Hee', 'Yoo Hae Jung', 'Ban Min Jung', 'Kwak Do Won', 'Yoon Park', 'Moon Hee Kyung', 'Uhm Hyun Kyung', 'Jung Yoon Suk', 'Seo Hyun Chul', 'Lee Ki Yeol', 'Jung Ho Keun']","Ki Min-Soo, Kim Jin-Woo",Park Jae-Bum
16,"['18g', '23g', '9g', '1038g', '1041g']",SBS,8.55,PG-13,High Society,"['Sung Joon', 'Uee', 'Park Hyung Sik', 'Lim Ji Yeon', 'Lee Sang Woo']",Choi Hyeong-Hun,Ha Myung-Hee
50,"['9g', '24g', '18g', '23g']",KBS,8.89,PG-13,Marry Me Now,"['Lee Sang Woo', 'Han Ji Hye', 'Yeo Hoe Hyun', 'Park Joon Geum', 'Park Sun Young', 'Jang Mi Hee', 'Yoo Dong Geun', 'Choi Jung Woo', 'Kim Mi Kyung', 'Jung Chae Yeon', 'Kim Kwon', 'Park Se Wan', 'Park Sang Myun', 'Choi Dae Chul', 'Hwang Dong Joo', 'Lee Ji Hoon (1979)', 'Kim Ye Ryung', 'Geum Sae Rok', 'Kang Sung Wook', 'Kim Yoon Kyung', 'Seo Yeon Woo', 'Kim Woo Hyuk']",Yoon Chang-Beom,Park Pil-Joo
32,"['1g', '7g', '23g', '9g', '26g']",MBC,9.03,NC-17,Less than Evil,"['Shin Ha Kyun', 'Lee Seol', 'Baro', 'Bae Da Bin', 'Hong Eun Hee', 'Kim Gun Woo', 'Bae Yoo Ram', 'Park Ho San', 'Yang Gi Won']",Kim Dae-Jin,"Heo Joon-Woo, Kang Yi-Hun"
16,"['14g', '9g', '1053g', '23g', '6g', '1041g', '1038g']",MBC,9.09,PG-13,"Jang Geum, Oh My Grandma","['Shin Dong Wook', 'Kwon Yuri', 'Kim Hyun Joon', 'Lee Yul Eum', 'Ki Do Hoon', 'Lee Minhyuk', 'Jeong Yi Rang', 'Lee Hye Jung', 'Kim Ki Ri']",Sun Hye-Yoon,"Park Eun-Jung, Choi Woo-Joo"
10,"['8g', '14g', '1042g']",tvN,9.2,PG-13,Little House in the Forest,"['Park Shin Hye', 'So Ji Sub']",Na Young Seok,
18,"['24g', '9g', '23g']",KBS,8.65,PG-13,Liver or Die,"['Lee Si Young', 'Oh Ji Ho', 'Jeon Hye Bin', 'Yoo Joon Sang', 'Lee Chang Yeob', 'Shin Dong Mi', 'Park In Hwan', 'Song Jong Ho', 'Choi Dae Chul', 'Choi Sung Jae', 'Lee Sang Sook', 'Lee Bo Hee', 'Kim Ji Young', 'Ki Eun Se']",Jin Hyung-Wook,Moon Young-Nam
32,"['12g', '26g', '18g', '23g', '9g']",KBS,9.06,PG-13,Lovely Horribly,"['Park Shi Hoo', 'Song Ji Hyo', 'Lee Gi Kwang', 'Ham Eun Jung', 'Choi Yeo Jin', 'Ji Seung Hyun', 'Moon Su Bin', 'Jang Young Nam', 'Hwang Sun Hee', 'Sung Doo Sup', 'Jeon Bae Soo']",Kang Min-Kyung,Park Min-Joo
20,"['6g', '23g', '9g', '18g', '25g', '1038g']",KBS2,9.38,PG-13,Sungkyunkwan Scandal,"['Song Joong Ki', 'Seo Hyo Rim', 'Yoo Ah In', 'Park Min Young', 'Park Yoochun', 'Ahn Nae Sang', 'Kim Mi Kyung', 'Lee Tae Ri', 'Kim Kap Soo', 'Jo Sung Ha', 'Jun Tae Soo', 'Ryu Dam', 'Park Chul Min', 'Lee Jae Yong', 'Im Yoon Jung', 'Nam Myung Ryul', 'Kim Ik Tae', 'Joo Ah Sung', 'Jang Se Hyun', 'Kim Ha Kyoon', 'Kim Kwang Gyu', 'Kim Min Seo', 'Lee In', 'Kim Jung Kyoon', 'Kim Dong Yoon', 'Chae Byung Chan', 'Han Yun', 'Hwang Chan Woo', 'Lee Dal Hyung', 'Im Young Pil', 'Park Geun Soo', 'Kang Sung Pil', 'Jung Hye Mi', 'Bang Joon Seo', 'Choi Dong Joon', 'Park Dong Bin', 'Kim Young Bae', 'Sung Hyun Joo', 'Kim Dan Yool']","Kim Won-Suk, Hwang In-Hyuk","Kim Tae-Hee, Jeong Eung-Wol"
21,"['9g', '1040g', '18g', '23g']",SBS,9.61,PG-13,Romantic Doctor Kim,"['Han Suk Kyu', 'Yoo Yeon Seok', 'Seo Hyun Jin', 'Kim Min Jae (1996)', 'Jin Kyung', 'Im Won Hee', 'Kim Hong Fa', 'Byun Woo Min', 'Jang Hyuk Jin', 'Lee Young E', 'Yang Se Jong']","Yu In-Sik, Park Soo-Jin",Kang Eun-Kyung
16,"['1053g', '18g', '23g', '6g', '9g']",MBC,9.3,PG-13,My Name Is Kim Sam Soon,"['Hyun Bin', 'Kim Sun Ah', 'Daniel Henney', 'Jung Ryeo Won', 'Lee Kyu Han', 'Lee Ah Hyun', 'Na Moon Hee', 'Kwon Hae Hyo', 'Yoon Ye Hee', 'Kim Ja Ok', 'Han Yeo Woon', 'Yeo Woon Kye', 'Suh Ji Hee']",Kim Yun-Cheol,"Kim Do-Woo, Ji Su-Hyeon"
16,"['7g', '9g', '18g', '19g', '23g']",SBS,9.2,PG-13,The Girl Who Sees Smells,"['Namgoong Min', 'Yoon Jin Seo', 'Song Jong Ho', 'Shin Se Kyung', 'Park Yoochun', 'Kim So Hyun', 'Jung In Ki', 'Park Jin Joo', 'Choi Tae Joon']",Baek Soo-Chan,"Man Chwi (original comic), Lee Hee-Myung"
20,"['9g', '18g', '23g', '1041g']",SBS,9.32,PG-13,Mask,"['Lee Ho Won', 'Soo Ae', 'Yeon Jung Hoon', 'Joo Ji Hoon', 'Hwang Seok Jeong', 'Yoo In Young', 'Jo Yoon Woo']",Boo Sung-Chul,Choi Ho-Chul
20,"['23g', '18g', '7g', '1041g']",SBS,9.58,PG-13,Remember,"['Yoo Seung Ho', 'Park Min Young', 'Namgoong Min', 'Park Sung Woong', 'Jung Hye Sung', 'Kim Hyung Bum', 'Shin Jae Ha', 'Han Bo Bae', 'Shin Hyun Soo']",Lee Chang-Min,Yoon Hyun-Ho
16,"['12g', '18g', '19g', '23g', '6g', '9g']",tvN,9.31,PG-13,"Bring It On, Ghost","['Taecyeon', 'Kim So Hyun', 'Kwon Yool', 'Kim Sang Ho', 'Kang Ki Young', 'Son Eun Seo', 'Lee David']",Park Joon-Hwa,"Im In-Seu (original comic), Lee Dae-II"
16,"['23g', '18g', '6g', '9g']",KBS,9.37,PG-13,Jugglers,"['Baek Jin Hee', 'Daniel Choi', 'Kang Hye Jung', 'Lee Won Geun', 'Cha Joo Young', 'Cha Soon Bae', 'Kim Ki Bang', 'In Gyo Jin', 'Kim Chang Wan', 'Jung Soo Young', 'Lee Ji Ha', 'Jung Sung Ho', 'Jung Hye In', 'Song Ji Ho']",Kim Jung-Hyun,Jo Yong-Hae
16,"['12g', '23g', '18g', '19g', '9g']",tvN,9.41,PG-13,Oh My Ghostess,"['Jo Jung Suk', 'Park Bo Young', 'Im Joo Hwan', 'Kim Seul Gi', 'Park Jung Ah', 'Kwak Si Yang', 'Shin Hye Sun', 'Kang Ki Young', 'Choi Min Chul', 'Lee Dae Yeon', 'Lee Jung Eun', 'Shin Eun Kyung']",Yoo Je-Won,Yang Hee-Seung
28,"['23g', '18g', '9g']",SBS,9.07,PG-13,Shining Inheritance,"['Lee Seung Gi', 'Moon Chae Won', 'Bae Soo Bin', 'Han Hyo Joo', 'Choi Jung Woo', 'Yeon Jun Suk', 'Min Young Won', 'Jung Suk Won', 'Lee Seung Hyung', 'Ban Hyo Jung', 'Son Yeo Eun', 'Baek Seung Hyun', 'Jun In Taek', 'Yoo Ji In', 'Min Joon Hyun', 'Tae Hwang', 'Han Ye Won', 'Kim Mi Sook']",Jin Hyeok,So Hyeon-Kyeong
10,"['18g', '9g', '23g', '1045g', '6g', '1038g']",SBS Plus,9.45,PG-13,Wednesday 3:30 PM,"['Lee Hongbin', 'Jin Ki Joo', 'Cha Jung Won', 'Ahn Bo Hyun', 'Jo Seung Hee']",Lee Jung Hoon,Lee Seo Eun
21,"['9g', '23g', '1037g', '18g']",TV Chosun,9.27,PG-13,Grand Prince,"['Yoon Shi Yoon', 'Joo Sang Wook', 'Jin Se Yeon', 'Son Ji Hyun (1990)', 'Ryu Hyoyoung', 'Yoon Seo', 'Shin Yi', 'Moon Ji In', 'Choi Sung Jae', 'Son Byung Ho', 'Yang Mi Kyung', 'Oh Seung Ah', 'Kim Mi Kyung', 'Lee Ki Young', 'Jae Ho', 'Choo Soo Hyun', 'Han Jae Suk (1991)', 'Kim Bum Jin']",Kim Jung-Min,Jo Hyoun-Kyoung
50,"['9g', '23g', '1041g', '1046g']",SBS,9.38,PG-13,I Have a Lover,"['Ji Jin Hee', 'Kim Hyun Joo', 'Lee Kyu Han', 'Park Han Byul', 'Na Young Hee', 'Lee Jae Yoon', 'Gong Hyung Jin']",Choi Mun-Seok,Bae Yoo-Mi
16,"['24g', '19g', '18g', '23g']",tvN,9.38,PG-13,Familiar Wife,"['Han Ji Min', 'Ji Sung', 'Jang Seung Jo', 'Kang Han Na', 'N', 'Park Hee Bon', 'Lee Yoo Jin', 'Son Jong Hak', 'Kim So Ra', 'Gong Min Jung', 'Park Won Sang']",Lee Sang-Yeob,Yang Hee-Seung
54,"['23g', '9g', '25g', '3g', '1040g', '1053g']",MBC,9.67,PG-13,Jewel in the Palace,"['Ji Jin Hee', 'Lee Young Ae', 'Im Ho', 'Park Eun Hye', 'Hong Ri Na']",Lee Byung-Hoon,Kim Young-Hyun
12,"['6g', '19g', '23g', '1038g', '18g']",KBS,8.54,PG-13,Orange Marmalade,"['Song Jong Ho', 'Seolhyun', 'Lee Jong Hyun', 'Yeo Jin Goo', 'Gil Eun Hye', 'Lee Il Hwa']",Lee Hyeong-Min,"Seok Woo (original comic), Moon So-San"
18,"['6g', '12g', '18g', '9g', '23g']",tvN,9.4,PG-13,Another Oh Hae Young,"['Eric Mun', 'Seo Hyun Jin', 'Jeon Hye Bin', 'Kim Ji Suk', 'Lee Jae Yoon', 'Ye Ji Won', 'Huh Jung Min', 'Heo Young Ji', 'Nam Gi Ae']",Song Hyun-Wook,Park Hae-Young
17,"['6g', '17g', '23g', '1038g', '9g', '18g']",KBS,9.21,PG-13,Dream High,"['Taecyeon', 'IU', 'Wooyoung', 'Suzy', 'Ham Eun Jung', 'Kim Soo Hyun', 'Lee Yoon Ji', 'Bae Noo Ri', 'Bae Yong Joon', 'Nichkhun', 'Lee Byung Joon', 'Uhm Ki Joon', 'JOO', 'Choi Il Hwa', 'Park Hyuk Kwon', 'Park Jin Young', 'Ahn Kil Kang', 'Ahn Sun Young', 'Ahn Seo Hyun', 'Goo Joon Yup', 'Yoon Young Ah', 'Baek Won Kil', 'Han Ji Hoo', 'Lee Yoon Mi']",Lee Eung-Bok,Park Hye-Ryun
32,"['9g', '1041g', '7g', '18g', '23g']",MBC,9.22,PG-13,Time,"['Kim Jung Hyun (1990)', 'Seohyun', 'Hwang Seung Eon', 'Kim Jun Han', 'Kim Jung Tae', 'Choi Duk Moon', 'Kim Hee Jung', 'Jun Soo Kyung', 'Choi Jong Hwan', 'An Ji Hyun']",Jang Joon-Ho,Choi Ho-Chul
14,"['1g', '7g', '23g']",OCN,9.6,PG-13,The Player,"['Song Seung Heon', 'Krystal Jung', 'Lee Si Eon', 'Tae Won Suk', 'Kim Won Hae', 'Kim Hyung Muk', 'Ahn Se Ho']",Ko Jae-Hyun,Shin Jae-Hyung
32,"['18g', '26g', '23g', '9g', '7g']",KBS,9.31,PG-13,The Ghost Detective,"['Lee Ji Ah', 'Park Eun Bin', 'Daniel Choi', 'Lee Joo Young', 'Kim Won Hae', 'Lee Jae Kyoon', 'Shin Jae Ha', 'Park Joo Hee', 'Hyeon Bong Sik', 'Kim Min Sang']",Lee Jae-Hoon,Han Ji-Wan
16,"['6g', '9g', '18g', '23g', '24g']",KBS,9.12,PG-13,Full House,"['Kim Sung Soo', 'Han Da Gam', 'Rain', 'Song Hye Kyo', 'Lee Young Eun']",Pyo Min-Soo,"Won Su-Yeon (cartoon), Min Hyo-Jung"
11,"['1044g', '10g', '17g']",SBS,9.28,PG-13,THE FAN,"['Yu Hui Yeol', 'BoA', 'Lee Sang Min', 'Kim Ea Na']",[],[]
50,"['9g', '23g', '1041g']",MBC,8.96,PG-13,Monster,"['Kang Ji Hwan', 'Sung Yuri', 'Park Ki Woong', 'Claudia Kim', 'Lee Gi Kwang', 'Jo Bo Ah', 'Lee Yul Eum', 'Jung Bo Suk', 'Park Young Gyu', 'Lee Deok Hwa', 'Jin Tae Hyun', 'Kim Hye Eun', 'Jung Woong In', 'Lee El']",Joo Sung-Woo,Jang Young-Cheol
18,"['1044g', '10g']",MBC,9.0,PG-13,The Real Men 300,"['Lisa', 'Hongseok', 'Kang Ji Hwan', 'Viktor An', 'Oh Yoon Ah', 'Lee Yoo Bi', 'Kim Jae Hwa', 'Shin Ji', 'Kim Ho Young', 'Lucas', 'Ravi (of VIXX)', 'Choi Yoon Young', 'Narsha', 'Shownu', 'Kim Hee Jung (1992)']","Kim Min-jong, Kim Myung-jin, Im Kyung-sik",
81,"['18g', '9g', '23g', '1037g']",MBC,9.48,PG-13,Jumong,"['Song Il Gook', 'Han Hye Jin', 'Kim Seung Soo', 'Song Ji Hyo', 'Oh Yun Soo', 'Jun Kwang Ryul', 'Jung Ho Bin', 'Heo Joon Ho', 'Bae Soo Bin']","Lee Joo-Hwan, Keun-hong Kim","Wan-kyu Choi, Jung Hyung-Soo"
32,"['9g', '23g', '26g', '7g']",SBS,9.45,PG-13,Your Honor,"['Yoon Shi Yoon', 'Lee Yoo Young', 'Park Byung Eun', 'Nara', 'Yoon Na Moo', 'Sung Dong Il', 'Kim Kang Hyun', 'Heo Sung Tae', 'Park Ji Hyun']",Boo Sung-Chul,Chun Sung-Il
16,"['23g', '6g', '1041g', '9g', '18g', '19g']",SBS,9.38,PG-13,"Please Come Back, Mister","['Rain', 'Lee Min Jung', 'Oh Yeon Seo', 'Yoon Park', 'Kim Soo Ro', 'Kim In Kwon', 'Honey Lee', 'Choi Won Young', 'Ra Mi Ran', 'Lee Tae Hwan', 'Park Min Woo', 'Ryu Hwayoung', 'Park In Hwan', 'Lee Moon Shik', 'Park Chul Min', 'Kang Ki Young', 'Yeo Hoe Hyun']",Shin Yoon-Sub,"Jiro Asada (novel), Noh Hye-Young"
141,"['10g', '17g', '1044g', '1032g']",MBC,8.63,PG-13,The King of Mask Singer,"['Kim Gura', 'Kim Sung Joo', 'Shin Bong Sun', 'Heo Kyung Hwan', 'Kim Min Suk', 'Kim Min Suk', 'Kim Myung Soo (L)', 'Yoon Bomi']","Noh Si-yong, Oh Noo-ri","Park Won-woo,Ahn Young-ran,Kim Hyo-jeong,Woo Jeong-hwa,Jung Shi-yoon,Song Bo-ra,Kim Hyang-soo"
16,"['6g', '18g', '23g', '1038g']",tvN,9.32,PG-13,"Marriage, Not Dating","['Julien Kang', 'Han Sun Hwa', 'Yeon Woo Jin', 'Han Groo', 'Jeong Jinwoon', 'Yoon So Hee', 'Park Joon Gyu', 'Kim Young Ok', 'Kim Kap Soo', 'Im Ye Jin', 'Choi Hyun', 'Lee Bo Hee', 'Huh Jung Min', 'Kim Hae Sook', 'Park Hee Jin']",Song Hyun-Wook,Joo Hwa-Mi
20,"['23g', '9g', '18g', '7g', '1041g']",KBS,9.24,PG-13,The Innocent Man,"['Lee Kwang Soo', 'Moon Chae Won', 'Lee Sang Yeob', 'Park Si Yeon', 'Lee Yoo Bi', 'Song Joong Ki', 'Kim Tae Hoon']",Kim Jin-Won,Lee Kyoung-Hee
16,"['6g', '9g', '23g', '18g']",MBC,9.5,PG-13,She Was Pretty,"['Park Seo Joon', 'Hwang Jung Eum', 'Choi Siwon', 'Go Jun Hee', 'Park Yoo Hwan', 'Lee Il Hwa', 'Ahn Se Ha', 'Hwang Seok Jeong', 'Shin Hye Sun', 'Im Ji Hyun', 'Seo Jeong Yeon']",Jung Dae-Yoon,Jo Sung-Hee
77,"['9g', '23g', '1037g']",MBC,9.26,PG-13,Yi San,"['Lee Seo Jin', 'Han Ji Min', 'Lee Jong Soo', 'Park Eun Hye', 'Lee Hee Do', 'Song Chang Eui', 'Lee Soon Jae', 'Jang Hee Woong', 'Lee Jae Yong', 'Jo Yun Woo', 'Han In Soo', 'Kyun Mi Ri', 'Kim Yeo Jin', 'Im Hyun Shik', 'Park Ji Bin', 'Jo Kyung Hwan', 'Lee Sook', 'Son Il Kwon', 'Jung Ho Keun', 'Kim So Yi', 'Sung Hyun Ah', 'Seo Bum Shik']","Lee Byung-Hoon, Keun-hong Kim",Kim Yi-Young
20,"['9g', '23g', '18g', '1037g']",KBS,9.47,PG-13,Queen for Seven Days,"['Park Min Young', 'Yeon Woo Jin', 'Lee Dong Gun', 'Chansung', 'Kang Ki Young', 'Jang Hyun Sung', 'Do Ji Won', 'Baek Seung Hwan', 'Son Eun Seo', 'Kang Shin Il', 'Go Bo Gyeol', 'Park Si Eun (2001)', 'Song Ji In']",Lee Jung-Sub,Choi Jin-Young
16,"['26g', '7g', '9g', '23g']",KBS,9.63,PG-13,MAD DOG,"['Yoo Ji Tae', 'Woo Do Hwan', 'Ryu Hwayoung', 'Hong Soo Hyun', 'Jo Jae Yoon', 'Jang Hyuk Jin', 'Park In Hwan', 'Jung Bo Suk', 'Kim Hye Sung', 'Choi Won Young', 'Lee Joon Hyuk']",Hwang Ui-Kyung,Kim Soo-Jin
17,"['9g', '23g']",KBS,9.27,PG-13,School 2013,"['Kim Woo Bin', 'Park Se Young', 'Daniel Choi', 'Jang Nara', 'Lee Jong Suk', 'Gil Eun Hye', 'Ahn Ji Hyun', 'Ahn Hye Kyung', 'Shin Hye Sun', 'Yoon Joo Sang', 'Uhm Hyo Sup', 'Jun Soo Jin', 'Ryu Hyoyoung', 'Jung Yeon Joo', 'Lee Yi Kyung', 'Lee Ji Hoon', 'Kim Chang Hwan', 'Lee Han Wi', 'Kim Young Choon', 'Kim Dong Suk', 'Lee Yun Kyung', 'Kim Na Woon', 'Oh Young Shil', 'Kim Hae Rim', 'Park Hae Mi', 'Da Ni', 'Kwak Jung Wook', 'Choi Chang Yeob']","Lee Min-Hong, Lee Eung-Bok","Lee Hyun-Joo, Ko Jung-Won"
20,"['6g', '9g', '23g', '1038g']",KBS,9.56,PG-13,Chief Kim,"['Namgoong Min', 'Nam Sang Mi', 'Junho', 'Jung Hye Sung', 'Lee Il Hwa', 'Kim Won Hae', 'Park Young Gyu', 'Dong Ha', 'Kim Min Sang (1968)', 'Im Hwa Young', 'Park Ji Il', 'Kim Seon Ho']","Lee Jae-Hoon, Choi Yoon-Suk",Park Jae-Bum
31,"['1037g', '23g', '25g', '9g']",MBC,9.71,PG-13,Rebel: Thief Who Stole the People,"['Yoon Kyun Sang', 'Kim Sang Joong', 'Chae Soo Bin', 'Honey Lee', 'Kim Ji Suk', 'Lee Soo Min', 'Jung Da Bin (2000)', 'Kim Jung Hyun (1990)', 'Kim Jung Tae', 'Kim Byung Ok', 'Hwang Seok Jeong', 'Lee Joon Hyuk', 'Park Ji Il', 'Park Eun Suk']",Kim Jin-Man,Hwang Jin-Young
16,"['6g', '18g', '9g', '23g']",MBC,9.32,PG-13,Lucky Romance,"['Ryu Jun Yeol', 'Hwang Jung Eum', 'Lee Chung Ah', 'Lee Soo Hyuk']",Kim Kyung-Hee,"Kim Dal-Nim (original comic), Choi Yoon-Kyo"
100,"['24g', '1041g', '9g', '23g']",MBC,8.12,PG-13,The Rich Son,"['Kim Ji Hoon', 'Kim Joo Hyun', 'Lee Kyu Han', 'Hong Soo Hyun', 'Kim Young Ok', 'Jung Bo Suk', 'Yoon Yoo Sun', 'Kang Nam Gil', 'Lee Seung Yeon', 'Woo Hyun', 'Jun Soo Kyung', 'Park Jae Jung', 'Park Soon Chun', 'Yoon Chul Hyung', 'Lee Chang Yeob', 'Kim Min Kyu', 'Elkie', 'Yang Hye Ji', 'Shim Eun Jin']",Choi Chang-Wook,Kim Jung-Soo
52,"['9g', '23g', '6g']",MBC,9.21,PG-13,Jang Bo Ri Is Here,"['Oh Chang Suk', 'Lee Yoo Ri', 'Kim Ji Hoon', 'Oh Yeon Seo', 'Sung Hyuk', 'Ahn Nae Sang', 'Choi Dae Chul', 'Park Gun Il']",Baek Ho-Min,Kim Sun-Ok
