# episodes,genre,network,rating,s_rating,title,cast,director,screenwriter
32,"['9g', '23g', '1038g', '1041g', '26g', '18g']",MBC,9.33,PG-13,Tempted,"['Woo Do Hwan', 'Joy', 'Moon Ga Young', 'Kim Min Jae (1996)', 'Kim Seo Hyung', 'Shin Sung Woo', 'Jeon Mi Sun', 'Moon Hee Kyung', 'Lee Young Jin', 'Oh Ha Nee', 'Tae Hang Ho', 'Kim Ah Ra', 'Lee Jae Kyoon', 'Jung Ha Dam', 'Shin Chang Joo', 'Kim Do Wan', 'Kwon Yil']","Kang In, Lee Dong-Hyun","Pierre Choderlos de Laclos (novel), Kim Bo-Yeon"
20,"['1g', '9g', '23g', '18g']",KBS,9.77,PG-13,Healer,"['Yoo Ji Tae', 'Park Min Young', 'Ji Chang Wook', 'Woo Hyun', 'Jung Jun Won', 'Kim Mi Kyung', 'Park Sang Myun', 'Park Sang Won', 'Do Ji Won']","Lee Jung-Sub, Kim Jin-Woo",Song Ji-Na
52,"['1038g', '18g', '23g', '24g', '6g', '9g']",KBS,9.69,PG-13,Father Is Strange,"['Lee Yoo Ri', 'Ryu Soo Young', 'Lee Joon', 'Jung So Min', 'Ryu Hwayoung', 'Kim Hae Sook', 'Kim Young Chul', 'Min Jin Woong', 'Jung Jun Won', 'Lee Mi Do', 'Ahn Hyo Seop', 'Lee Joon Hyuk', 'Kim Da Ye']",Lee Jae-Sang,Lee Jung-Sun
20,"['6g', '9g', '18g', '23g', '1041g']",MBC,9.56,PG-13,Fated to Love You,"['Choi Woo Shik', 'Wang Ji Won', 'Choi Jin Hyuk', 'Jang Nara', 'Jang Hyuk', 'Kim Young Hoon', 'Park Hee Bon', 'Jung Kyu Soo', 'Choi Dae Chul', 'Jang Gwang', 'Park Jin Woo', 'Clara', 'Song Ok Sook', 'Jung Eun Pyo', 'Lee Mi Do', 'Im Hyung Joon', 'Park Won Sook', 'Jung Han Hun', 'Kim Yong Gun', 'Na Young Hee', 'Park Hee Jin', 'Yang Keum Suk', 'Yun Mi Joo', 'Han Gyu']","Lee Dong-Yoon, Kim Hee-Won","Joo Chan-Ok, Jo Jin-Kuk"
64,"['1041g', '9g', '24g', '23g']",MBC,8.96,PG-13,My Healing Love,"['So Yoo Jin', 'Yeon Jung Hoon', 'Yoon Jong Hoon', 'Kim Chang Wan', 'Kil Yong Woo', 'Jung Ae Ri', 'Park Joon Geum', 'Hwang Young Hee', 'Kwon So Hyun', 'Kim So Ra', 'So Ju Yeon', 'Kang Da Hyun', 'Ban Hyo Jung']",Kim Sung-Yong, Won Young-Ok
16,"['23g', '18g']",tvN,9.66,PG-13,Because This Is My First Life,"['Lee Min Ki', 'Jung So Min', 'Kim Ga Eun', 'Park Byung Eun', 'Esom', 'Moon Hee Kyung', 'Kim Min Suk', 'Jun Hye Won', 'Yoon Bomi', 'Kim Sun Young (1976)', 'Kim Byung Ok', 'Noh Jong Hyun', 'Kim Min Kyu']",Park Joon-Hwa,Yoon Nan-Joong
16,"['18g', '9g', '23g', '1038g', '1041g']",tvN,9.56,PG-13,The Smile Has Left Your Eyes,"['Seo In Guk', 'Jung So Min', 'Park Sung Woong', 'Seo Eun Soo', 'Lee Hongbin', 'Do Sang Woo', 'Lee Ji Min', 'Go Min Si', 'Han Sa Myung', 'Park Min Jung', 'Kim Seo Kyung', 'Jang Young Nam', 'Choi Byung Mo', 'Kwon Soo Hyun']",Yoo Je-Won,Song Hye-Jin
20,"['9g', '23g', '18g']",SBS,9.51,PG-13,Pinocchio,"['Lee Pil Mo', 'Park Shin Hye', 'Lee Jong Suk', 'Lee Yoo Bi', 'Kim Young Kwang', 'Min Sung Wook', 'Yoon Kyun Sang', 'Lee Joo Seung', 'Kim Hae Sook', 'Kim Young Hoon', 'Kim Kwang Gyu', 'Yeo Hoe Hyun', 'Jung In Ki', 'Nam Da Reum', 'Shin Jae Ha', 'Jang Young Nam', 'Shin Jung Geun', 'Kang Shin Il', 'Noh Jung Ui', 'Jin Kyung', 'Byun Hee Bong', 'Tae Hang Ho']",Jo Soo-Won,Park Hye-Ryun
16,"['23g', '1038g', '1041g', '9g', '18g']",JTBC,9.63,PG-13,Just Between Lovers,"['Junho', 'Won Jin Ah', 'Lee Ki Woo', 'Kang Han Na', 'Kim Min Kyu', 'Park Myung Shin', 'Park Hee Bon', 'Yoon Se Ah', 'Kim Kang Hyun', 'Na Moon Hee', 'Tae In Ho', 'Park Si Eun (2001)', 'Nam Da Reum', 'Han Seo Jin (2008)', 'Ahn Nae Sang', 'Park Kyu Young', 'Yoon Yoo Sun', 'Nam Gi Ae', 'Kim Hye Joon', 'Kim Nam Jin']",Kim Jin-Won,Yoo Bo-Ra
38,"['9g', '23g', '6g', '18g', '1053g']",SBS,9.36,PG-13,Wok of Love,"['Jang Hyuk', 'Jung Ryeo Won', 'Junho', 'Lee Mi Sook', 'Jo Jae Yoon', 'Park Ji Young', 'Cha Joo Young', 'Jang Hui Ryoung', 'Lee Ki Hyuk', 'Tae Hang Ho', 'Kim Hyun Jun', 'Cha In Ha', 'Choi Won Myeong', 'Kim Sa Kwon', 'Im Won Hee', 'Oh Eui Sik', 'Hong Yoon Hwa']","Park Sun-Ho, Ham Joon-Ho",Seo Sook-Hyang
16,"['9g', '23g', '18g', '6g']",KBS,9.62,PG-13,Fight My Way,"['Park Seo Joon', 'Kim Ji Won', 'Ahn Jae Hong', 'Song Ha Yoon', 'Jin Ji Hee', 'Chae Dong Hyun', 'Pyo Ye Jin', 'Kim Sung Oh', 'Jin Hee Kyung', 'Son Byung Ho', 'Kwak Dong Yeon', 'Choi Woo Shik', 'Hwang Bo Ra', 'Lee Elijah', 'Kim Ye Ryung']",Lee Na-Jeong,Im Sang-Choon
20,"['1040g', '18g', '23g', '9g']",SBS,9.3,PG-13,Doctors,"['Kim Rae Won', 'Park Shin Hye', 'Yoon Kyun Sang', 'Lee Sung Kyung', 'Ji Soo', 'Kim Min Suk', 'Baek Sung Hyun', 'Lee Sun Ho', 'Jung Hae Kyun', 'Jeon Gook Hwan', 'Jang Hyun Sung', 'Uhm Hyo Sup', 'Kim Kang Hyun', 'Yoon Hae Young', 'Moon Ji In', 'Yoo Da In', 'Kim Young Ae', 'Han Bo Bae', 'Namgoong Min', 'Pyo Ye Jin']","Oh Choong-Hwan, Park Soo-Jin",Ha Myung-Hee
19,"['1037g', '23g', '18g', '9g', '1038g']",KBS,9.63,PG-13,Moonlight Drawn by Clouds,"['Park Bo Gum', 'Kim Yoo Jung', 'Jinyoung (B1A4)', 'Chae Soo Bin', 'Jung Hye Sung', 'Kwak Dong Yeon', 'Jang Gwang', 'Park Chul Min', 'Kim Seung Soo', 'Chun Ho Jin', 'Lee Joon Hyuk', 'Heo Jung Eun', 'Tae Hang Ho']","Kim Sung-Yoon, Baek Sang-Hoon","Yoon Yi-Soo (web novel), kk (web novel), Kim Min-Jung, Im Ye-Jin"
20,"['1038g', '18g', '19g', '23g']",tvN,9.65,PG-13,Hwayugi,"['Lee Seung Gi', 'Cha Seung Won', 'Oh Yeon Seo', 'Lee Hong Ki', 'Lee Se Young', 'Lee El', 'Kim Sung Oh', 'Sung Ji Ru', 'Jang Gwang', 'Kim Ji Soo', 'Song Jong Ho', 'Sung Hyuk', 'Michael Lee', 'ONE', 'Bora', 'Lee So Yeon']","Park Hong-Kyun, Kim Jung-Hyun, Kim Byung-Soo","Hong Jung-Eun, Hong Mi-Ran"
32,"['26g', '18g', '7g', '9g', '23g']",MBC,9.49,PG-13,Come and Hug Me,"['Jang Ki Yong', 'Jin Ki Joo', 'Heo Joon Ho', 'Ryu Han Bi', 'Nam Da Reum', 'Choi Ri', 'Yoon Ji Hye', 'Lee Da In', 'Jung Da Hye', 'Yoon Jong Hoon', 'Kim Kyung Nam', 'Kwon Hyuk Soo']",Choi Joon-Bae,Lee A-Ram
32,"['7g', '26g', '9g', '23g']",MBC,9.53,PG-13,Children of Nobody,"['Lee Yi Kyung', 'Kim Sun Ah', 'Nam Gyu Ri', 'N', 'Na Young Hee', 'Kim Young Jae', 'Joo Suk Tae', 'Kim Yeo Jin', 'Yeon Jae Hyeong', 'Kim Pub Lae', 'Kim Young Jae', 'Oh Hye Won', 'Ha Eun Soo']",Choi Jung-Kyu,Do Hyun-Jung
12,"['19g', '18g', '6g']",KBS W,9.34,PG-13,When Time Stopped,"['Kim Hyun Joong', 'An Ji Hyun', 'Lee Shi Hoo', 'In Gyo Jin', 'Joo Suk Tae', 'Im Ha Ryong', 'Go Eun Mi', 'Kim Sieun', 'Baek Sang Hee', 'Yoo Eun Jin', 'Kim Yang Woo']",Kwak Bong-Cheol,Ji Ho-Jin
20,"['19g', '23g', '9g', '18g', '1041g', '6g']",SBS,9.38,PG-13,Secret Garden,"['Yoon Sang Hyun', 'Ha Ji Won', 'Hyun Bin', 'Kim Sa Rang', 'Lee Jong Suk', 'Kim Sung Oh', 'Yoo In Na', 'Lee Philip', 'Kim Dong Gyoon', 'Kang Chan Yang', 'Yoon Gi Won', 'Kim Sa Hee', 'Park Joon Geum', 'Beige', 'Kim Gun', 'Baek Seung Hee', 'Choi Yoon So', 'Kim Sung Kyum', 'Sung Byung Sook', 'Nam Hyun Joo', 'Kim Ji Sook', 'Jang Seo Won', 'Yoo Seo Jin', 'Baek Ji Young', 'Kim Mi Kyung', 'Lee Byung Joon']","Shin Woo-Cheol, Kwon Hyuk-Chan, Kim Jung-Hyun",Kim Eun-Sook
12,"['19g', '18g', '6g', '23g', '1038g']",Channel A,8.2,PG-13,"Coffee, Do Me a Favor","['Yong Junhyung', 'Kim Min Young', 'Chae Seo Jin', 'Lee Tae Ri', 'Gil Eun Hye', 'Ryu Hye Rin', 'Maeng Se Chang', 'Kim Neul Mae']",Park Soo-Chul,"Seo Bo-Ra, Lee A-Yeon"
17,"['23g', '1038g', '18g']","MBN, Dramax",8.84,PG-13,"Rich Man, Poor Woman","['Suho', 'Ha Yeon Soo', 'Oh Chang Suk', 'Kim Ye Won (1987)', 'Lee Jae Jin', 'Park Sung Hoon', 'Yoon Da Young']","Masaki Nishiura, Ryo Tanaka",Naoko Adachi
33,"['6g', '18g', '9g', '23g', '19g', '1041g']",KBS,9.33,PG-13,Feel Good To Die,"['Baek Jin Hee', 'Kang Ji Hwan', 'Gong Myung', 'In Gyo Jin', 'Park Sol Mi', 'Ryu Hyun Kyung', 'Lee Byung Joon', 'Kim Min Jae', 'Jung Min Ah']",Lee Eun-Jin,"Goldkiwisae (webcomic), Im Seo-Ra"
20,"['12g', '1040g', '19g', '18g', '23g', '1g']",KBS2,9.18,PG-13,Blood,"['Ahn Jae Hyun', 'Ku Hye Sun', 'Ji Jin Hee', 'Kim Kap Soo', 'Ryu Soo Young', 'Kwon Hyun Sang', 'Sohn Su Hyun', 'Jo Jae Yoon', 'Jung Hae In']",Ki Min-Soo,Park Jae-Bum
24,"['6g', '23g', '9g', '18g', '19g']",MBC,9.1,PG-13,Goong,"['Kim Jeong Hoon', 'Yoon Eun Hye', 'Joo Ji Hoon', 'Song Ji Hyo', 'Lee Yoon Ji', 'Im Ye Jin', 'Kang Nam Gil', 'Choi Sung Joon (1983)', 'Lee Yeon Doo', 'Yoon Yoo Sun', 'Shim Hye Jin', 'Kim Hye Ja', 'Jun Soo Yun', 'Won Mi Won', 'Lee Ho Jae', 'Kim Suk', 'Lee Eun', 'Ryu Shi Hyun', 'Choi Bool Am', 'Jang Mi Hee', 'Jun Ji Ae', 'Lee Yong Joo', 'Park Chan Hwan']","Hwang In-Roe, Kim Do-Hyung","In Eun-A, Park So-Hee (comic)"
13,"['1044g', '10g']",MBC,9.44,PG-13,UNDER NINETEEN,"['Kim So Hyun', 'Eunhyuk', 'Solji', 'Crush', 'Gaeko', 'Choiza']",[],[]
16,"['1038g', '9g', '23g', '18g']",KBS,9.4,PG-13,School 2017,"['Kim Sejeong', 'Kim Jung Hyun (1990)', 'Jang Dong Yoon', 'Han Sun Hwa', 'Han Joo Wan', 'Park Se Wan', 'Rowoon', 'Choi Sung Min', 'Seol In Ah', 'Sung Ji Ru', 'Park Chul Min', 'Lee Jae Yong', 'Lee Jong Won', 'Min Sung Wook']",Park Jin-Suk,"Jung Chan-Mi, Kim Seung-Won"
16,"['23g', '18g', '26g', '1038g']",KBS2,9.38,PG-13,Who Are You,"['Kim So Hyun', 'Nam Joo Hyuk', 'Yook Sungjae', 'Lee Pil Mo', 'Kim Min Suk', 'Kim Bo Ra', 'Jung Soo Young', 'Jung In Ki', 'Park Hwan Hee', 'Lee David']",Baek Sang-Hoon,"Kim Hyun-Jung, Kim Min-Jung, Im Ye-Jin"
32,"['9g', '18g', '23g', '1041g']",MBC,9.25,PG-13,Hotel King,"['Alex', 'Lee Da Hae', 'Lee Dong Wook', 'Wang Ji Hye', 'Im Seulong', 'Park Chul Min', 'Lee Joo Yeon', 'Kim Ye Won', 'Lee Deok Hwa', 'Lee Do Yun', 'Ji Il Joo', 'Kim Hae Sook', 'N', 'Yoo Gun', 'Go Yoon', 'Kim Sun Young (1976)', 'Jin Tae Hyun', 'Choi Sang Hoon', 'Gong Hyun Joo', 'Jung Suk Yong', 'Lee Sang Mi', 'Kim Sun Hyuk', 'Kim Kyu Sun', 'Goo Bon Im', 'Seo Yi Ahn']","Kim Dae-Jin, Ashbun",Jo Eun-Jung
16,"['18g', '23g', '1038g']",tvN,8.52,PG-13,Mama Fairy and the Woodcutter,"['Moon Chae Won', 'Yoon Hyun Min', 'Seo Ji Hoon', 'Kang Mina', 'Ahn Young Mi', 'Go Doo Shim', 'Jun Soo Jin', 'Hwang Young Hee', 'Ahn Kil Kang', 'Kim Min Kyu (1988)']",Kim Yun-Cheol,"Dol Bae (webcomic), Yoo Kyung-Sun"
16,"['6g', '23g', '9g', '18g']",MBC,9.02,PG-13,Playful Kiss,"['Lee Tae Sung', 'Lee Si Young', 'Kim Hyun Joong', 'Jung So Min', 'Yoon Seung Ah', 'Abigail Alderete', 'Choi Won Hong', 'Kang Nam Gil']","Hwang In-Roe, Kim Do-Hyung, Kim Jung-Hyun","Ko Eun-Nim, Kaoru Tada (manga)"
12,"['19g', '18g', '1038g', '23g']",MBN,9.3,PG-13,Witch's Love,"['Hyun Woo', 'Yoon So Hee', 'Lee Hongbin', 'Kim Young Ok', 'Go Soo Hee', 'Choi Jae Sup', 'Choi Tae Hwan']",Park Chan-Yool,Son Eun-Hye
12,"['18g', '6g', '1g', '1045g', '1038g', '23g']",Oksusu,9.33,PG-13,Revenge Note 1,"['Cha Eun Woo', 'Park Solomon', 'Kim Hyang Gi', 'Kim Hwan Hee', 'Ji Geon Woo', 'Park Mi Sun', 'Lee Doo Il', 'Park Kyung Lim', 'Hwang Tae Kwang']",Seo Won-Tae,"Han Sang-Im, Kim Jong-Sun"
20,"['6g', '18g', '1040g', '23g']",MBC,9.73,PG-13,Kill Me Heal Me,"['Oh Min Seok', 'Kim Yoo Ri', 'Park Seo Joon', 'Hwang Jung Eum', 'Ji Sung', 'Choi Won Young', 'Lee Si Eon', 'Kim Hee Jung', 'Go Chang Suk', 'Ahn Nae Sang', 'Park Joon Gyu']",Kim Jin-Man,Jin Soo-Wan
17,"['12g', '18g', '19g', '23g']",SBS,9.57,PG-13,Master’s Sun,"['So Ji Sub', 'Kim Yoo Ri', 'Seo In Guk', 'Gong Hyo Jin', 'Kim Myung Soo (L)', 'Seo Hyo Rim', 'Kim Ji Han', 'Kim Yong Gun', 'Lee Chun Hee', 'Hwang Sun Hee', 'Kim Mi Kyung', 'Kim Hee Jung', 'Lee Jong Won', 'Yoo Kyung Ah', 'Park Hee Bon', 'Choi Jung Woo', 'Jung Ga Eun', 'Han Bo Reum', 'Lee Yong Nyeo', 'Kim Bo Ra', 'Lee Jae Won']",Jin Hyeok,"Hong Jung-Eun, Hong Mi-Ran"
60,"['23g', '9g', '25g', '18g', '3g']",MBC,9.55,PG-13,Dong Yi,"['Ji Jin Hee', 'Han Hyo Joo', 'Bae Soo Bin', 'Oh Yeon Seo', 'Lee So Yeon', 'Kim Hye Sun', 'Jung Dong Hwan', 'Lee Kwang Soo', 'Chun Ho Jin', 'Park Ha Sun', 'Jung Eun Pyo', 'Kim Yoo Jung', 'Choi Soo Han', 'Jung Jin Young', 'Kwon Min', 'Jung Sung Yoon', 'Choi Chul Ho', 'Choi Jong Hwan', 'Jung In Ki', 'Park Jung Soo', 'Oh Eun Ho', 'Lee Jae Yong', 'Maeng Sang Hoon', 'Nam Da Reum', 'Ban Min Jung', 'Jung Yu Mi (1984)', 'Yeo Ho Min', 'Lee Hee Do', 'Choi Ha Na', 'Min Joon Hyun', 'Kim Yoo Suk', 'Choi Il Hwa', 'Na Sung Kyoon', 'Lee Kye In (Yi', 'Kang Yoo Mi', 'Lee Hyung Suk', 'Kim Dong Yoon', 'Yeo Hyun Soo', 'Shin Gook', 'Choi Jae Ho', 'Son Il Kwon', 'Han Da Min', 'Kim Hye Jin', 'Im Sung Min', 'Jung Sun Il', 'Lee Jung Hoon', 'Lee Sook', 'Heo Yi Seul', 'Jung Ki Sung', 'Choi Ran']","Lee Byung-Hoon, Kim Sang-Hyub",Kim Yi-Young
17,"['6g', '23g', '9g', '18g', '1053g']",MBC,9.43,PG-13,Coffee Prince,"['Lee Sun Gyun', 'Chae Jung An', 'Kim Jae Wook', 'Yoon Eun Hye', 'Gong Yoo', 'Kim Dong Wook']",Lee Yoon-Jung,"Lee Jung-A, Jang Hyun-Joo"
16,"['23g', '18g']",MBN,8.27,PG-13,Love Alert,"['Yoon Eun Hye', 'Chun Jung Myung', 'Han Go Eun', 'Joo Woo Jae', 'P.O', 'Lee Hae Ran', 'Kim Byung Gi', 'Oh Mi Hee', 'Kim Ye Ryung', 'Choi Chul Ho', 'Choi Jung Won', 'Cho Hyun Young']",Jo Chang-Wan,"Seo Han-Kyeol (web novel), Kim Shin-Hye"
11,"['24g', '9g', '23g', '1038g', '6g']","MBN, Dramax",8.91,PG-13,The Best Chicken,"['Kim So Hye (I.O.I)', 'Park Sun Ho', 'Joo Woo Jae', 'Son Min Ji', 'Hongseok', 'Jo Ah Young', 'Hong Soon Chang', 'Lee Seung Hyup', 'Kim Seo Ra', 'Na Jong Chan', 'Myung Kye Nam']",Lee Seung-Hoon,Park Chan-Young
20,"['6g', '18g', '19g', '23g', '1038g']",KBS,9.24,PG-13,Hi! School - Love On,"['Woohyun', 'Kim Sae Ron', 'Sungyeol', 'Lee Joon Hyuk', 'Kim Min Suk', 'Fabien']",Sung Joon-Hae,Lee Jae-Yeon
16,"['23g', '18g', '9g']",SBS,9.16,PG-13,To the Beautiful You,"['Choi Minho', 'Sulli', 'Kang Ha Neul', 'Lee Hyun Woo', 'Kang Kyung Joon', 'Yura', 'Kwanghee', 'Ahn Hye Kyung', 'Julien Kang', 'Lee Ah Hyun', 'Choi Jong Yoon', 'Lee Han Wi', 'Yoo Min Kyu', 'Seo Jun Young', 'Jung Yoo Geun', 'Ki Tae Young', 'Kim Ian', 'Ji Soo', 'Kim Ji Won', 'Sun Woo Jae Duk', 'Lee Young Eun']",Jeon Ki-Sang,"Hisaya Nakajo (manga), Lee Young-Chul"
55,"['1044g', '10g', '6g']",SBS,9.75,PG-13,Master in the House,"['Yook Sungjae', 'Lee Seung Gi', 'Lee Sang Yoon', 'Yang Se Hyung']",[],[]
16,"['6g', '9g', '18g', '23g']",MBC,9.39,PG-13,Cunning Single Lady,"['Joo Sang Wook', 'Lee Min Jung', 'Seo Kang Joon', 'Kim Myung Soo (L)', 'Kim Kyu Ri', 'Lee Byung Joon', 'Oh Na Mi', 'Kwon Ki Sun', 'Yoo Young', 'Wang Bit Na', 'Lee Jong Soo', 'Choi Kyu Hwan', 'Hwang Bo Ra', 'Yang Hee Kyung', 'Yum Dong Hun', 'Kim Da Hyun', 'Kim Yong Hee', 'Kim Ho Young', 'Im Ji Eun', 'Ricky Kim', 'Lee Jung Gil', 'In Gyo Jin', 'Go In Bum', 'Kim Ye Ryung', 'Choi Chul Ho', 'Kim Eung Soo']","Ko Dong-Sun, Jung Dae-Yoon","Lee Ha-Na, Choi Soo-Young"
16,"['9g', '23g', '1041g', '18g', '6g', '1038g']",KBS,9.27,PG-13,Radio Romance,"['Yoon Doo Joon', 'Kim So Hyun', 'Yoon Park', 'Yura', 'Kwak Dong Yeon', 'Lim Ji Kyu', 'Ha Jun', 'Jo Byeong Gyu', 'Shim Eun Woo (1992)', 'Yoon Joo Sang', 'Lee Yi Woong', 'Jung Hee Tae', 'Jeon Yoo Rim', 'Ryu Hye Rin', 'Yoon Jin Sol', 'Park Hyo Joo', 'Kim Ye Ryung', 'Ahn Do Gyu', 'Kim Hye Ji', 'Oh Hyun Kyung', 'Lee Won Jong', 'Kim Byung Se']",Kim Shin-Il,Jeon Yoo-Ri
190,"['14g', '10g', '1042g', '1044g']",KBS,9.03,PG-13,The Return of Superman,"['Lee Beom Soo', 'Lee Hwi Jae', 'Ki Tae Young', 'Lee Dong Gook', 'Oh Ji Ho', 'Yang Dong Geun', 'In Gyo Jin', 'Choo Sung Hoon', 'Song Il Gook', 'Uhm Tae Woong', 'Eugene', 'So Yi Hyun']",[],[]
50,"['23g', '18g', '9g', '1053g']",MBC,8.93,PG-13,A Hundred Years' Inheritance,"['Lee Jung Jin', 'Yoon Ah Jung', 'Eugene', 'Shin Goo', 'Kwon Oh Joong', 'Shim Yi Young', 'Lee Hyun Woo (1966)', 'Jung Hye Sun', 'Choi Won Young', 'Jun In Hwa', 'Sun Woo Sun']",Joo Sung-Woo,Koo Hyun-Sook
20,"['23g', '9g', '18g', '25g', '19g', '1037g']",MBC,9.54,PG-13,The Moon Embracing the Sun,"['Han Ga In', 'Kim Soo Hyun', 'Jung Il Woo', 'Song Jae Rim', 'Im Siwan', 'Kim Young Ae', 'Lee Won Geun', 'Yeo Jin Goo', 'Lee Tae Ri', 'Ahn Nae Sang', 'Kim So Hyun', 'Yoon Seung Ah', 'Bae Noo Ri', 'Kim Yoo Jung']","Kim Do-Hoon, Lee Sung-Joon","Jung Eun-Gwol (novel), Jin Soo-Wan"
16,"['19g', '18g', '9g', '23g']",tvN,9.01,PG-13,About Time,"['Lee Sung Kyung', 'Lee Sang Yoon', 'Im Se Mi', 'Kim Dong Jun', 'Kim Hae Sook', 'Na Young Hee', 'Han Seung Yeon', 'Rowoon', 'Kim Sa Hee', 'Yu Xiao Guang', 'Kang Ki Doong', 'Kim Kyu Ri', 'Jung Moon Sung']",Kim Hyeong-Sik,Chu Hye-Mi
20,"['9g', '18g', '23g', '1040g', '1041g', '26g']",SBS,9.06,PG-13,Doctor Stranger,"['Lee Jong Suk', 'Bora', 'Park Hae Jin', 'Jin Se Yeon', 'Kang Sora', 'Park Hae Joon', 'Chun Ho Jin', 'Won Jong Rye', 'Goo Seung Hyun', 'Kim Sang Ho', 'Uhm Soo Jung', 'Choi Jung Woo', 'Kang Ye Won', 'Jeon Gook Hwan', 'Jung In Ki', 'Sung Byung Sook', 'Kim Yong Gun', 'Nam Myung Ryul', 'Hwang Bum Shik', 'Kang Phil Sun']",Jin Hyeok,Park Jin-Woo
16,"['23g', '1g', '7g']",tvN,9.67,PG-13,Lawless Lawyer,"['Lee Joon Gi', 'Seo Ye Ji', 'Lee Hye Young (1962)', 'Choi Min Soo', 'Yeom Hye Ran', 'Cha Jung Won', 'Jeon Jin Ki', 'Shin Eun Jung', 'Ahn Nae Sang', 'Lee Han Wi', 'Lee Dae Yeon']",Kim Jin-Min,Yoon Hyun-Ho
16,"['23g', '18g', '9g']",tvN,8.73,PG-13,Cheese In The Trap,"['Park Hae Jin', 'Kim Go Eun', 'Seo Kang Joon', 'Lee Sung Kyung', 'Nam Joo Hyuk', 'Park Min Ji', 'Kim Hee Chan', 'Son Byung Ho', 'Ahn Kil Kang', 'Yoon Bok In', 'Kim Ki Bang', 'Moon Ji Yoon', 'Oh Hee Joon', 'Ji Yoon Ho', 'Yoon Ji Won', 'Cha Joo Young', 'Yoon Ye Joo']",Lee Yoon-Jung,"Soon Ggi (original comic), Kim Nam-Hee"
20,"['9g', '23g', '18g', '1038g', '6g']",SBS,9.46,PG-13,Dear Fair Lady Kong Shim,"['Namgoong Min', 'Minah', 'Seo Hyo Rim', 'On Joo Wan', 'Oh Hyun Kyung', 'Kim Byung Ok', 'Jung Hye Sun', 'Kyun Mi Ri', 'Woo Hyun', 'Kim Il Woo', 'Park Si Eun (2001)']",Baek Soo-Chan,Lee Hee-Myung
32,"['6g', '9g', '23g', '18g']",SBS,9.14,PG-13,The Undateables,"['Namgoong Min', 'Hwang Jung Eum', 'Choi Tae Joon', 'Oh Yoon Ah', 'Shim Hye Jin', 'Lee Moon Shik', 'Jo Dal Hwan', 'Jung Moon Sung', 'Lee Joo Yeon']",Kim Yoo-Jin,Lee Jae-Yoon
79,"['10g', '1044g', '6g', '1042g']",MBC,9.3,PG-13,Home Alone,"['Lee Si Eon', 'Park Na Rae', 'Jun Hyun Moo', 'Henry Lau', 'Yoon Hyun Min']", Writer: Kim Do-Hyun,Kim Do-Hyun
16,"['9g', '23g', '18g', '6g']",MBC,9.51,PG-13,Shopping King Louie,"['Seo In Guk', 'Nam Ji Hyun', 'Yoon Sang Hyun', 'Im Se Mi', 'Kim Young Ok', 'Uhm Hyo Sup', 'Kim Kyu Chul', 'Hwang Young Hee', 'Kim Byung Chul', 'Lee Jae Kyoon', 'Oh Dae Hwan']",Lee Sang-Yeob,Oh Ji-Young
16,"['9g', '23g', '1g', '18g']",tvN,9.33,PG-13,The K2,"['Ji Chang Wook', 'Song Yoon Ah', 'Yoona', 'Jo Sung Ha', 'Son Tae Young', 'Jo Dong Hyuk', 'Kim Kap Soo', 'Lee Jung Jin', 'Lee Ye Eun']",Kwak Jung-Hwan,Jang Hyeok-Rin
21,"['6g', '9g', '18g', '23g']",tvN,9.19,PG-13,Emergency Couple,"['Choi Jin Hyuk', 'Song Ji Hyo', 'Lee Pil Mo', 'Choi Yeo Jin', 'Park Ji Il', 'Jun Soo Kyung', 'Jun Soo Jin', 'Park Doo Shik', 'Yoon Jong Hoon', 'Clara', 'Park Joon Geum', 'Kwon Min', 'Choi Bum Ho', 'Kim Kang Hyun', 'Kang Shin Il', 'Lee Mi Young', 'Im Hyun Sung', 'Lee Sun Ah']",Kim Cheol-Kyu,Choi Yoon-Jung
52,"['9g', '23g', '1041g', '18g']",KBS,9.26,PG-13,My Golden Life,"['Park Shi Hoo', 'Shin Hye Sun', 'Lee Tae Hwan', 'Seo Eun Soo', 'Yoo In Young', 'Lee Tae Sung', 'Jeon No Min', 'Kim Hye Ok', 'Chun Ho Jin', 'Na Young Hee', 'Choi Gwi Hwa', 'Shin Hyun Soo']",Kim Hyung-Suk,So Hyeon-Kyeong
187,"['6g', '10g', '1042g', '1044g', '1055g']",KBS,9.49,PG-13,2 Days and 1 Night,"['Cha Tae Hyun', 'Jung Joon Young', 'Kim Jong Min', 'Defconn', 'Kim Joon Ho', 'Yoon Shi Yoon']",[],[]
16,"['6g', '23g', '9g', '18g', '1038g', '17g']",SBS,9.23,PG-13,You’re Beautiful,"['Lee Hong Ki', 'Park Shin Hye', 'Jung Yong Hwa', 'Uee', 'Jang Geun Suk', 'Kim Sung Ryung', 'Jung Chan', 'Kim In Kwon', 'Jang Won Young', 'Kang Soo Han', 'Choi Ran', 'Bae Geu Rin']",Hong Sung-Chang,"Hong Jung-Eun, Hong Mi-Ran"
